[17/12/2021 17:52:19] !online
[17/12/2021 18:53:3] !online
[17/12/2021 19:23:54] !online
[1/6/2022 12:36:20] !emotespells on
[1/6/2022 12:42:43] !emotespells on
[1/6/2022 12:49:54] !emotespells on
[1/6/2022 12:57:33] !emotespells on
[1/6/2022 13:3:53] !emotespells on
[1/6/2022 13:9:11] !emotespells on
[1/6/2022 13:15:58] !emotespells on
[1/6/2022 13:22:22] !emotespells on
[1/6/2022 13:28:32] !emotespells on
[1/6/2022 13:35:48] !emotespells on
[1/6/2022 13:44:39] !emotespells on
[1/6/2022 13:51:47] !emotespells on
[1/6/2022 13:58:10] !emotespells on
[1/6/2022 14:3:44] !emotespells on
[1/6/2022 14:10:6] !emotespells on
[1/6/2022 14:16:17] !emotespells on
[1/6/2022 14:23:15] !emotespells on
[1/6/2022 14:31:6] !emotespells on
[1/6/2022 14:37:17] !emotespells on
[1/6/2022 14:44:11] !emotespells on
[1/6/2022 14:50:47] !emotespells on
[1/6/2022 14:57:21] !emotespells on
[1/6/2022 15:4:0] !emotespells on
[1/6/2022 15:11:9] !emotespells on
[1/6/2022 15:17:35] !emotespells on
[1/6/2022 15:23:56] !emotespells on
[1/6/2022 15:30:18] !emotespells on
[1/6/2022 15:36:6] !emotespells on
[1/6/2022 15:41:52] !emotespells on
[1/6/2022 15:49:51] !emotespells on
[1/6/2022 15:56:41] !emotespells on
[1/6/2022 16:2:6] !emotespells on
[1/6/2022 16:10:7] !emotespells on
[1/6/2022 16:17:56] !emotespells on
[1/6/2022 16:24:10] !emotespells on
[1/6/2022 16:31:12] !emotespells on
[1/6/2022 16:37:30] !emotespells on
[1/6/2022 16:44:8] !emotespells on
[1/6/2022 16:51:59] !emotespells on
[1/6/2022 16:59:47] !emotespells on
[1/6/2022 17:12:34] !emotespells on
[1/6/2022 17:22:9] !emotespells on
[1/6/2022 17:29:52] !emotespells on
[1/6/2022 17:37:25] !emotespells on
[1/6/2022 17:45:6] !emotespells on
[1/6/2022 17:53:17] !emotespells on
[1/6/2022 18:1:54] !emotespells on
[1/6/2022 18:11:10] !emotespells on
[1/6/2022 18:19:2] !emotespells on
[1/6/2022 18:26:49] !emotespells on
[1/6/2022 18:34:54] !emotespells on
[1/6/2022 18:43:44] !emotespells on
[1/6/2022 18:53:6] !emotespells on
[1/6/2022 19:1:13] !emotespells on
[1/6/2022 19:8:34] !emotespells on
[1/6/2022 20:13:17] !frags
[2/6/2022 20:6:53] !emotespells on
[2/6/2022 20:8:28] !emotespells on
[3/6/2022 0:44:6] !emotespells on
[3/6/2022 0:53:3] !emotespells on
[3/6/2022 0:58:31] !emotespells on
[3/6/2022 1:4:7] !emotespells on
[3/6/2022 1:9:31] !emotespells on
[3/6/2022 1:14:40] !emotespells on
[3/6/2022 1:20:22] !emotespells on
[3/6/2022 1:25:39] !emotespells on
[3/6/2022 1:31:33] !emotespells on
[3/6/2022 1:37:0] !emotespells on
[3/6/2022 1:42:15] !emotespells on
[3/6/2022 1:47:29] !emotespells on
[3/6/2022 1:52:45] !emotespells on
[3/6/2022 1:58:2] !emotespells on
[3/6/2022 2:3:2] !emotespells on
[3/6/2022 2:8:27] !emotespells on
[3/6/2022 2:12:59] !emotespells on
[3/6/2022 2:18:15] !emotespells on
[3/6/2022 2:23:59] !emotespells on
[3/6/2022 2:29:25] !emotespells on
[3/6/2022 2:35:7] !emotespells on
[3/6/2022 2:40:35] !emotespells on
[3/6/2022 2:45:54] !emotespells on
[3/6/2022 2:50:50] !emotespells on
[3/6/2022 2:56:55] !emotespells on
[3/6/2022 3:2:29] !emotespells on
[3/6/2022 3:8:11] !emotespells on
[3/6/2022 3:13:55] !emotespells on
[3/6/2022 3:19:49] !emotespells on
[3/6/2022 3:24:29] !emotespells on
[3/6/2022 3:30:23] !emotespells on
[3/6/2022 3:36:22] !emotespells on
[3/6/2022 3:41:31] !emotespells on
[3/6/2022 3:47:29] !emotespells on
[3/6/2022 3:50:52] !emotespells on
[3/6/2022 3:58:5] !emotespells on
[3/6/2022 4:3:33] !emotespells on
[3/6/2022 4:8:20] !emotespells on
[3/6/2022 4:15:6] !emotespells on
[3/6/2022 4:20:47] !emotespells on
[3/6/2022 4:26:2] !emotespells on
[3/6/2022 4:31:36] !emotespells on
[3/6/2022 4:38:17] !emotespells on
[3/6/2022 4:43:58] !emotespells on
[3/6/2022 4:49:40] !emotespells on
[3/6/2022 4:56:2] !emotespells on
[3/6/2022 5:14:1] !emotespells on
[3/6/2022 5:19:9] !emotespells on
[3/6/2022 5:24:41] !emotespells on
[3/6/2022 5:30:7] !emotespells on
[3/6/2022 5:34:30] !emotespells on
[3/6/2022 5:39:47] !emotespells on
[3/6/2022 5:44:42] !emotespells on
[3/6/2022 5:50:8] !emotespells on
[3/6/2022 5:55:36] !emotespells on
[3/6/2022 6:2:13] !emotespells on
[3/6/2022 6:7:32] !emotespells on
[3/6/2022 6:13:26] !emotespells on
[3/6/2022 6:18:18] !emotespells on
[3/6/2022 6:24:11] !emotespells on
[3/6/2022 6:29:1] !emotespells on
[3/6/2022 6:37:10] !emotespells on
[3/6/2022 6:43:4] !emotespells on
[3/6/2022 6:48:33] !emotespells on
[3/6/2022 6:54:39] !emotespells on
[3/6/2022 7:1:5] !emotespells on
[3/6/2022 7:5:51] !emotespells on
[3/6/2022 7:11:58] !emotespells on
[3/6/2022 7:17:44] !emotespells on
[3/6/2022 7:23:37] !emotespells on
[3/6/2022 7:28:55] !emotespells on
[3/6/2022 7:34:36] !emotespells on
[3/6/2022 7:40:7] !emotespells on
[3/6/2022 7:47:16] !emotespells on
[3/6/2022 7:53:3] !emotespells on
[3/6/2022 7:59:13] !emotespells on
[3/6/2022 8:4:41] !emotespells on
[3/6/2022 8:10:19] !emotespells on
[3/6/2022 8:16:12] !emotespells on
[3/6/2022 8:21:8] !emotespells on
[3/6/2022 8:26:41] !emotespells on
[3/6/2022 8:32:18] !emotespells on
[3/6/2022 8:37:59] !emotespells on
[3/6/2022 8:43:46] !emotespells on
[3/6/2022 8:49:36] !emotespells on
[3/6/2022 8:55:49] !emotespells on
[3/6/2022 9:1:14] !emotespells on
[3/6/2022 9:7:22] !emotespells on
[3/6/2022 9:13:13] !emotespells on
[3/6/2022 9:18:7] !emotespells on
[3/6/2022 9:24:46] !emotespells on
[3/6/2022 9:30:47] !emotespells on
[3/6/2022 9:35:51] !emotespells on
[3/6/2022 9:41:33] !emotespells on
[3/6/2022 9:46:48] !emotespells on
[3/6/2022 9:53:11] !emotespells on
[3/6/2022 10:0:8] !emotespells on
[3/6/2022 10:5:14] !emotespells on
[3/6/2022 10:10:51] !emotespells on
[3/6/2022 10:16:45] !emotespells on
[3/6/2022 10:22:7] !emotespells on
[3/6/2022 10:27:26] !emotespells on
[3/6/2022 10:32:50] !emotespells on
[3/6/2022 10:38:34] !emotespells on
[3/6/2022 10:44:6] !emotespells on
[3/6/2022 10:49:51] !emotespells on
[3/6/2022 10:55:35] !emotespells on
[3/6/2022 11:1:14] !emotespells on
[3/6/2022 11:6:17] !emotespells on
[3/6/2022 11:11:54] !emotespells on
[3/6/2022 11:17:46] !emotespells on
[3/6/2022 11:23:30] !emotespells on
[3/6/2022 11:29:31] !emotespells on
[3/6/2022 11:35:16] !emotespells on
[3/6/2022 11:41:20] !emotespells on
[3/6/2022 12:22:1] !emotespells on
[3/6/2022 12:29:30] !emotespells on
[3/6/2022 12:34:52] !emotespells on
[3/6/2022 12:40:39] !emotespells on
[3/6/2022 12:46:28] !emotespells on
[3/6/2022 12:51:31] !emotespells on
[3/6/2022 12:56:49] !emotespells on
[3/6/2022 13:2:1] !emotespells on
[3/6/2022 13:7:48] !emotespells on
[3/6/2022 13:12:53] !emotespells on
[3/6/2022 13:18:51] !emotespells on
[3/6/2022 13:25:17] !emotespells on
[3/6/2022 13:31:10] !emotespells on
[3/6/2022 13:36:29] !emotespells on
[3/6/2022 13:42:15] !emotespells on
[3/6/2022 13:47:22] !emotespells on
[3/6/2022 13:53:39] !emotespells on
[3/6/2022 13:59:35] !emotespells on
[3/6/2022 14:5:6] !emotespells on
[3/6/2022 14:26:43] !emotespells on
[3/6/2022 14:32:1] !emotespells on
[3/6/2022 14:37:38] !emotespells on
[3/6/2022 14:42:50] !emotespells on
[3/6/2022 14:48:4] !emotespells on
[3/6/2022 14:53:41] !emotespells on
[3/6/2022 14:58:41] !emotespells on
[3/6/2022 15:4:33] !emotespells on
[3/6/2022 15:10:6] !emotespells on
[3/6/2022 15:19:26] !emotespells on
[3/6/2022 15:26:44] !emotespells on
[3/6/2022 15:31:55] !emotespells on
[3/6/2022 15:37:44] !emotespells on
[3/6/2022 15:43:10] !emotespells on
[3/6/2022 15:48:42] !emotespells on
[3/6/2022 15:53:58] !emotespells on
[3/6/2022 15:59:41] !emotespells on
[3/6/2022 16:4:55] !emotespells on
[3/6/2022 16:10:27] !emotespells on
[3/6/2022 16:43:21] !emotespells on
[3/6/2022 16:51:11] !emotespells on
[3/6/2022 16:56:58] !emotespells on
[3/6/2022 17:8:8] !emotespells on
[3/6/2022 17:13:7] !emotespells on
[3/6/2022 17:18:35] !emotespells on
[3/6/2022 17:24:6] !emotespells on
[3/6/2022 17:29:48] !emotespells on
[3/6/2022 17:35:16] !emotespells on
[3/6/2022 17:43:45] !emotespells on
[3/6/2022 17:50:14] !emotespells on
[3/6/2022 17:55:17] !emotespells on
[3/6/2022 18:0:54] !emotespells on
[3/6/2022 18:6:26] !emotespells on
[3/6/2022 18:12:11] !emotespells on
[3/6/2022 18:17:15] !emotespells on
[3/6/2022 18:23:34] !emotespells on
[3/6/2022 18:29:23] !emotespells on
[3/6/2022 18:35:1] !emotespells on
[3/6/2022 18:41:5] !emotespells on
[3/6/2022 18:46:30] !emotespells on
[3/6/2022 18:52:4] !emotespells on
[3/6/2022 18:58:8] !emotespells on
[3/6/2022 19:3:23] !emotespells on
[3/6/2022 19:9:12] !emotespells on
[3/6/2022 19:14:13] !emotespells on
[3/6/2022 19:20:3] !emotespells on
[3/6/2022 19:26:45] !emotespells on
[3/6/2022 19:33:22] !emotespells on
[3/6/2022 19:38:39] !emotespells on
[3/6/2022 19:44:26] !emotespells on
[3/6/2022 19:49:44] !emotespells on
[3/6/2022 19:55:13] !emotespells on
[3/6/2022 20:0:10] !emotespells on
[3/6/2022 20:5:56] !emotespells on
[3/6/2022 20:11:48] !emotespells on
[3/6/2022 20:17:19] !emotespells on
[3/6/2022 20:22:57] !emotespells on
[3/6/2022 20:29:33] !emotespells on
[3/6/2022 20:35:23] !emotespells on
[3/6/2022 20:41:8] !emotespells on
[3/6/2022 20:46:29] !emotespells on
[3/6/2022 20:51:46] !emotespells on
[3/6/2022 20:56:56] !emotespells on
[3/6/2022 21:2:8] !emotespells on
[3/6/2022 21:7:30] !emotespells on
[3/6/2022 21:16:8] !emotespells on
[3/6/2022 21:22:46] !emotespells on
[3/6/2022 21:28:20] !emotespells on
[3/6/2022 21:33:51] !emotespells on
[3/6/2022 21:39:13] !emotespells on
[3/6/2022 21:45:6] !emotespells on
[3/6/2022 21:51:9] !emotespells on
[3/6/2022 21:57:7] !emotespells on
[3/6/2022 22:2:48] !emotespells on
[3/6/2022 22:7:54] !emotespells on
[3/6/2022 22:12:52] !emotespells on
[3/6/2022 22:28:39] !emotespells on
[3/6/2022 22:34:43] !emotespells on
[3/6/2022 22:39:56] !emotespells on
[3/6/2022 22:45:23] !emotespells on
[3/6/2022 22:50:52] !emotespells on
[3/6/2022 22:56:4] !emotespells on
[3/6/2022 23:1:37] !emotespells on
[3/6/2022 23:7:14] !emotespells on
[3/6/2022 23:11:45] !frags
[4/6/2022 0:55:1] !emotespells on
[4/6/2022 2:40:0] !emotespells on
[4/6/2022 2:44:58] !emotespells on
[4/6/2022 2:50:32] !emotespells on
[4/6/2022 2:56:17] !emotespells on
[4/6/2022 3:1:49] !emotespells on
[4/6/2022 3:7:20] !emotespells on
[4/6/2022 3:12:34] !emotespells on
[4/6/2022 3:22:55] !emotespells on
[4/6/2022 3:30:21] !emotespells on
[4/6/2022 3:37:6] !emotespells on
[4/6/2022 3:42:19] !emotespells on
[4/6/2022 3:47:44] !emotespells on
[4/6/2022 3:53:6] !emotespells on
[4/6/2022 3:58:59] !emotespells on
[4/6/2022 4:4:12] !emotespells on
[4/6/2022 4:9:25] !emotespells on
[4/6/2022 4:14:50] !emotespells on
[4/6/2022 4:20:3] !emotespells on
[4/6/2022 4:25:28] !emotespells on
[4/6/2022 4:31:31] !emotespells on
[4/6/2022 4:36:17] !emotespells on
[4/6/2022 4:41:44] !emotespells on
[4/6/2022 4:46:35] !emotespells on
[4/6/2022 4:52:43] !emotespells on
[4/6/2022 4:58:26] !emotespells on
[4/6/2022 5:11:18] !emotespells on
[4/6/2022 5:16:54] !emotespells on
[4/6/2022 5:21:53] !emotespells on
[4/6/2022 5:28:19] !emotespells on
[4/6/2022 5:33:37] !emotespells on
[4/6/2022 5:39:13] !emotespells on
[4/6/2022 5:44:36] !emotespells on
[4/6/2022 5:49:58] !emotespells on
[4/6/2022 5:55:45] !emotespells on
[4/6/2022 6:1:19] !emotespells on
[4/6/2022 6:7:27] !emotespells on
[4/6/2022 6:13:41] !emotespells on
[4/6/2022 6:19:7] !emotespells on
[4/6/2022 6:24:30] !emotespells on
[4/6/2022 6:29:32] !emotespells on
[4/6/2022 6:35:14] !emotespells on
[4/6/2022 6:40:56] !emotespells on
[4/6/2022 6:46:26] !emotespells on
[4/6/2022 6:51:24] !emotespells on
[4/6/2022 6:56:41] !emotespells on
[4/6/2022 7:2:31] !emotespells on
[4/6/2022 7:8:56] !emotespells on
[4/6/2022 7:14:7] !emotespells on
[4/6/2022 7:19:32] !emotespells on
[4/6/2022 7:25:4] !emotespells on
[4/6/2022 7:30:50] !emotespells on
[4/6/2022 7:36:23] !emotespells on
[4/6/2022 7:42:0] !emotespells on
[4/6/2022 7:47:18] !emotespells on
[4/6/2022 8:0:9] !emotespells on
[4/6/2022 8:6:51] !emotespells on
[4/6/2022 8:12:19] !emotespells on
[4/6/2022 8:17:28] !emotespells on
[4/6/2022 8:22:43] !emotespells on
[4/6/2022 8:28:17] !emotespells on
[4/6/2022 8:33:32] !emotespells on
[4/6/2022 8:38:52] !emotespells on
[4/6/2022 8:44:8] !emotespells on
[4/6/2022 8:49:40] !emotespells on
[4/6/2022 8:55:20] !emotespells on
[4/6/2022 9:1:53] !emotespells on
[4/6/2022 9:7:6] !emotespells on
[4/6/2022 9:12:55] !emotespells on
[4/6/2022 9:18:55] !emotespells on
[4/6/2022 9:24:26] !emotespells on
[4/6/2022 9:30:5] !emotespells on
[4/6/2022 9:35:28] !emotespells on
[4/6/2022 9:41:22] !emotespells on
[4/6/2022 9:46:45] !emotespells on
[4/6/2022 9:53:20] !emotespells on
[4/6/2022 10:0:20] !emotespells on
[4/6/2022 10:5:39] !emotespells on
[4/6/2022 10:11:25] !emotespells on
[4/6/2022 10:16:43] !emotespells on
[4/6/2022 10:21:57] !emotespells on
[4/6/2022 10:27:25] !emotespells on
[4/6/2022 10:33:1] !emotespells on
[4/6/2022 10:38:46] !emotespells on
[4/6/2022 10:44:10] !emotespells on
[4/6/2022 10:49:23] !emotespells on
[4/6/2022 10:55:44] !emotespells on
[4/6/2022 11:1:4] !emotespells on
[4/6/2022 11:6:22] !emotespells on
[4/6/2022 11:11:9] !emotespells on
[4/6/2022 11:16:48] !emotespells on
[4/6/2022 11:21:45] !emotespells on
[4/6/2022 11:27:42] !emotespells on
[4/6/2022 11:33:13] !emotespells on
[4/6/2022 11:38:48] !emotespells on
[4/6/2022 13:2:11] !emotespells on
[4/6/2022 13:16:12] !emotespells on
[4/6/2022 13:21:38] !emotespells on
[4/6/2022 13:27:6] !emotespells on
[4/6/2022 13:32:57] !emotespells on
[4/6/2022 13:38:0] !emotespells on
[4/6/2022 13:43:40] !emotespells on
[4/6/2022 13:48:59] !emotespells on
[4/6/2022 13:54:48] !emotespells on
[4/6/2022 14:0:16] !emotespells on
[4/6/2022 14:6:20] !emotespells on
[4/6/2022 14:11:49] !emotespells on
[4/6/2022 14:17:34] !emotespells on
[4/6/2022 14:22:50] !emotespells on
[4/6/2022 14:28:4] !emotespells on
[4/6/2022 14:33:27] !emotespells on
[4/6/2022 14:38:36] !emotespells on
[4/6/2022 14:44:11] !emotespells on
[4/6/2022 14:49:51] !emotespells on
[4/6/2022 14:54:52] !emotespells on
[4/6/2022 15:14:0] !emotespells on
[4/6/2022 15:22:30] !emotespells on
[4/6/2022 15:28:3] !emotespells on
[4/6/2022 15:33:21] !emotespells on
[4/6/2022 15:38:38] !emotespells on
[4/6/2022 15:44:16] !emotespells on
[4/6/2022 15:49:25] !emotespells on
[4/6/2022 15:55:1] !emotespells on
[4/6/2022 16:1:13] !emotespells on
[4/6/2022 16:7:14] !emotespells on
[4/6/2022 16:13:5] !emotespells on
[4/6/2022 16:19:29] !emotespells on
[4/6/2022 16:25:0] !emotespells on
[4/6/2022 16:31:32] !emotespells on
[4/6/2022 16:36:31] !emotespells on
[4/6/2022 16:42:33] !emotespells on
[4/6/2022 16:48:28] !emotespells on
[4/6/2022 16:53:37] !emotespells on
[4/6/2022 16:59:23] !emotespells on
[4/6/2022 17:5:23] !emotespells on
[4/6/2022 17:10:57] !emotespells on
[4/6/2022 17:18:4] !emotespells on
[4/6/2022 17:23:39] !emotespells on
[4/6/2022 17:29:9] !emotespells on
[4/6/2022 17:34:38] !emotespells on
[4/6/2022 17:40:19] !emotespells on
[4/6/2022 17:45:9] !emotespells on
[4/6/2022 17:50:44] !emotespells on
[7/6/2022 1:44:34] !emotespells on
[7/6/2022 1:52:22] !emotespells on
[7/6/2022 2:10:0] !emotespells on
[7/6/2022 2:17:23] !emotespells on
[7/6/2022 2:26:34] !emotespells on
[7/6/2022 2:32:11] !emotespells on
[7/6/2022 2:37:9] !emotespells on
[7/6/2022 2:42:54] !emotespells on
[7/6/2022 2:48:33] !emotespells on
[7/6/2022 2:54:15] !emotespells on
[7/6/2022 2:59:50] !emotespells on
[7/6/2022 3:5:6] !emotespells on
[7/6/2022 3:10:25] !emotespells on
[7/6/2022 3:15:47] !emotespells on
[7/6/2022 3:41:1] !emotespells on
[7/6/2022 3:42:11] !emotespells on
[7/6/2022 3:42:38] !emotespells on
[7/6/2022 3:43:5] !emotespells on
[7/6/2022 3:43:33] !emotespells on
[7/6/2022 3:44:0] !emotespells on
[7/6/2022 3:44:27] !emotespells on
[7/6/2022 3:44:54] !emotespells on
[7/6/2022 3:45:21] !emotespells on
[7/6/2022 3:45:48] !emotespells on
[7/6/2022 3:46:16] !emotespells on
[7/6/2022 3:46:43] !emotespells on
[7/6/2022 3:47:10] !emotespells on
[7/6/2022 3:47:37] !emotespells on
[7/6/2022 3:48:4] !emotespells on
[7/6/2022 3:48:31] !emotespells on
[7/6/2022 3:48:58] !emotespells on
[7/6/2022 3:49:26] !emotespells on
[7/6/2022 3:49:53] !emotespells on
[7/6/2022 3:50:20] !emotespells on
[7/6/2022 3:50:47] !emotespells on
[7/6/2022 3:51:14] !emotespells on
[7/6/2022 3:51:41] !emotespells on
[7/6/2022 3:52:9] !emotespells on
[7/6/2022 3:52:36] !emotespells on
[7/6/2022 3:53:3] !emotespells on
[7/6/2022 3:53:30] !emotespells on
[7/6/2022 3:53:57] !emotespells on
[7/6/2022 3:54:24] !emotespells on
[7/6/2022 3:54:51] !emotespells on
[7/6/2022 3:55:18] !emotespells on
[7/6/2022 3:55:46] !emotespells on
[7/6/2022 3:56:13] !emotespells on
[7/6/2022 3:56:40] !emotespells on
[7/6/2022 3:57:7] !emotespells on
[7/6/2022 3:57:35] !emotespells on
[7/6/2022 3:58:2] !emotespells on
[7/6/2022 3:58:29] !emotespells on
[7/6/2022 3:58:56] !emotespells on
[7/6/2022 3:59:23] !emotespells on
[7/6/2022 3:59:50] !emotespells on
[7/6/2022 4:0:18] !emotespells on
[7/6/2022 4:0:45] !emotespells on
[7/6/2022 4:1:12] !emotespells on
[7/6/2022 4:1:39] !emotespells on
[7/6/2022 4:2:6] !emotespells on
[7/6/2022 4:2:34] !emotespells on
[7/6/2022 4:3:1] !emotespells on
[7/6/2022 4:3:28] !emotespells on
[7/6/2022 4:3:55] !emotespells on
[7/6/2022 4:4:22] !emotespells on
[7/6/2022 4:4:49] !emotespells on
[7/6/2022 4:5:17] !emotespells on
[7/6/2022 4:5:44] !emotespells on
[7/6/2022 4:6:11] !emotespells on
[7/6/2022 4:6:38] !emotespells on
[7/6/2022 4:7:5] !emotespells on
[7/6/2022 4:7:32] !emotespells on
[7/6/2022 4:7:59] !emotespells on
[7/6/2022 4:8:26] !emotespells on
[7/6/2022 4:8:53] !emotespells on
[7/6/2022 4:9:21] !emotespells on
[7/6/2022 4:9:48] !emotespells on
[7/6/2022 4:10:15] !emotespells on
[7/6/2022 4:10:42] !emotespells on
[7/6/2022 4:11:9] !emotespells on
[7/6/2022 4:11:36] !emotespells on
[7/6/2022 4:12:4] !emotespells on
[7/6/2022 4:12:31] !emotespells on
[7/6/2022 4:12:58] !emotespells on
[7/6/2022 4:13:25] !emotespells on
[7/6/2022 4:13:52] !emotespells on
[7/6/2022 4:14:19] !emotespells on
[7/6/2022 4:14:46] !emotespells on
[7/6/2022 4:15:14] !emotespells on
[7/6/2022 4:15:41] !emotespells on
[7/6/2022 4:16:8] !emotespells on
[7/6/2022 4:16:35] !emotespells on
[7/6/2022 4:17:2] !emotespells on
[7/6/2022 4:17:29] !emotespells on
[7/6/2022 4:17:56] !emotespells on
[7/6/2022 4:18:24] !emotespells on
[7/6/2022 4:18:51] !emotespells on
[7/6/2022 4:19:18] !emotespells on
[7/6/2022 4:19:45] !emotespells on
[7/6/2022 4:20:12] !emotespells on
[7/6/2022 4:20:39] !emotespells on
[7/6/2022 4:21:6] !emotespells on
[7/6/2022 4:21:34] !emotespells on
[7/6/2022 4:22:1] !emotespells on
[7/6/2022 4:22:28] !emotespells on
[7/6/2022 4:22:55] !emotespells on
[7/6/2022 4:23:22] !emotespells on
[7/6/2022 4:23:49] !emotespells on
[7/6/2022 4:24:16] !emotespells on
[7/6/2022 4:24:44] !emotespells on
[7/6/2022 4:25:11] !emotespells on
[7/6/2022 4:25:38] !emotespells on
[7/6/2022 4:26:5] !emotespells on
[7/6/2022 4:26:32] !emotespells on
[7/6/2022 4:26:59] !emotespells on
[7/6/2022 4:27:27] !emotespells on
[7/6/2022 4:27:54] !emotespells on
[7/6/2022 4:28:21] !emotespells on
[7/6/2022 4:28:48] !emotespells on
[7/6/2022 4:29:15] !emotespells on
[7/6/2022 4:29:42] !emotespells on
[7/6/2022 4:30:9] !emotespells on
[7/6/2022 4:30:36] !emotespells on
[7/6/2022 4:31:3] !emotespells on
[7/6/2022 4:31:31] !emotespells on
[7/6/2022 4:31:58] !emotespells on
[7/6/2022 4:32:25] !emotespells on
[7/6/2022 4:32:52] !emotespells on
[7/6/2022 4:33:19] !emotespells on
[7/6/2022 4:33:47] !emotespells on
[7/6/2022 4:34:14] !emotespells on
[7/6/2022 4:34:41] !emotespells on
[7/6/2022 4:35:8] !emotespells on
[7/6/2022 4:35:35] !emotespells on
[7/6/2022 4:36:2] !emotespells on
[7/6/2022 4:36:29] !emotespells on
[7/6/2022 4:36:57] !emotespells on
[7/6/2022 4:37:24] !emotespells on
[7/6/2022 4:37:51] !emotespells on
[7/6/2022 4:38:18] !emotespells on
[7/6/2022 4:38:45] !emotespells on
[7/6/2022 4:39:13] !emotespells on
[7/6/2022 4:39:40] !emotespells on
[7/6/2022 4:40:7] !emotespells on
[7/6/2022 4:40:34] !emotespells on
[7/6/2022 4:41:1] !emotespells on
[7/6/2022 4:41:29] !emotespells on
[7/6/2022 4:41:56] !emotespells on
[7/6/2022 4:42:23] !emotespells on
[7/6/2022 4:42:50] !emotespells on
