[10/12/2021 20:30:23] !guildpoints
[10/12/2021 21:36:39] !rank
[10/12/2021 21:36:44] !rank level
[10/12/2021 21:44:47] !emotespells on
[10/12/2021 22:12:35] !guildpoints
[10/12/2021 22:29:29] 
[10/12/2021 22:29:31] 
[10/12/2021 22:29:34] 
[10/12/2021 22:29:38] 
[10/12/2021 22:29:40] 
[10/12/2021 22:29:48] 
[10/12/2021 22:29:50] 
[10/12/2021 22:29:53] 
[10/12/2021 22:29:55] 
[10/12/2021 22:29:57] 
[10/12/2021 22:29:59] 
[10/12/2021 22:30:8] 
[10/12/2021 22:30:11] 
[10/12/2021 22:30:18] 
[10/12/2021 22:30:21] 
[10/12/2021 22:30:23] 
[10/12/2021 22:30:25] 
[10/12/2021 22:30:27] 
[10/12/2021 22:32:13] 
[10/12/2021 22:32:27] 
[10/12/2021 22:32:55] 
[10/12/2021 22:33:23] 
[10/12/2021 22:33:37] 
[10/12/2021 22:34:58] 
[10/12/2021 22:35:0] 
[10/12/2021 22:35:2] 
[10/12/2021 22:35:6] 
[10/12/2021 22:35:54] 
[10/12/2021 22:36:8] 
[10/12/2021 22:36:12] 
[10/12/2021 22:36:14] 
[10/12/2021 22:36:16] 
[10/12/2021 22:36:43] 
[10/12/2021 22:36:57] 
[10/12/2021 22:37:11] 
[10/12/2021 22:37:53] 
[10/12/2021 22:38:10] 
[10/12/2021 22:38:12] 
[10/12/2021 22:38:14] 
[10/12/2021 22:38:16] 
[10/12/2021 22:38:18] 
[10/12/2021 22:38:21] 
[10/12/2021 22:38:23] 
[10/12/2021 22:38:25] 
[10/12/2021 22:38:33] 
[10/12/2021 22:38:35] 
[10/12/2021 22:38:37] 
[10/12/2021 22:38:39] 
[10/12/2021 22:38:41] 
[10/12/2021 22:38:51] 
[10/12/2021 22:38:53] 
[10/12/2021 22:38:55] 
[10/12/2021 22:38:57] 
[10/12/2021 22:38:59] 
[10/12/2021 22:39:1] 
[10/12/2021 22:39:3] 
[10/12/2021 22:39:8] 
[10/12/2021 22:39:10] 
[10/12/2021 22:39:12] 
[10/12/2021 22:39:14] 
[10/12/2021 22:39:56] 
[10/12/2021 22:40:38] 
[10/12/2021 22:40:52] 
[10/12/2021 22:40:56] 
[10/12/2021 22:41:6] 
[10/12/2021 22:42:45] 
[10/12/2021 22:42:49] 
[10/12/2021 22:43:3] 
[10/12/2021 22:43:31] 
[10/12/2021 22:43:59] 
[10/12/2021 22:44:8] 
[10/12/2021 22:44:10] 
[10/12/2021 22:44:12] 
[10/12/2021 22:44:14] 
[10/12/2021 22:44:23] 
[10/12/2021 22:45:10] 
[10/12/2021 22:45:22] 
[10/12/2021 22:46:0] 
[10/12/2021 22:46:28] 
[10/12/2021 22:46:38] 
[10/12/2021 22:47:1] 
[10/12/2021 22:47:3] 
[10/12/2021 22:47:7] 
[10/12/2021 22:47:19] 
[10/12/2021 22:47:21] 
[10/12/2021 22:47:26] 
[10/12/2021 22:47:28] 
[10/12/2021 22:47:30] 
[10/12/2021 22:47:32] 
[10/12/2021 22:47:34] 
[10/12/2021 22:47:36] 
[10/12/2021 22:47:38] 
[10/12/2021 22:47:41] 
[10/12/2021 22:48:9] 
[10/12/2021 22:48:17] 
[10/12/2021 22:48:19] 
[10/12/2021 22:48:21] 
[10/12/2021 22:48:24] 
[10/12/2021 22:48:27] 
[10/12/2021 22:48:51] 
[10/12/2021 22:48:53] 
[10/12/2021 22:48:57] 
[10/12/2021 22:49:0] 
[10/12/2021 22:49:2] 
[10/12/2021 22:49:4] 
[10/12/2021 22:49:6] 
[10/12/2021 22:49:8] 
[10/12/2021 22:49:37] 
[10/12/2021 22:50:6] 
[10/12/2021 22:50:48] 
[10/12/2021 22:51:2] 
[10/12/2021 22:53:9] 
[10/12/2021 22:53:27] 
[10/12/2021 22:53:29] 
[10/12/2021 22:53:31] 
[10/12/2021 22:53:33] 
[10/12/2021 22:53:35] 
[10/12/2021 22:53:38] 
[10/12/2021 22:53:40] 
[10/12/2021 22:53:42] 
[10/12/2021 22:53:44] 
[10/12/2021 22:53:47] 
[10/12/2021 22:53:51] 
[10/12/2021 22:53:53] 
[10/12/2021 22:54:19] 
[10/12/2021 22:54:41] 
[10/12/2021 22:54:44] 
[10/12/2021 22:54:46] 
[10/12/2021 22:54:48] 
[10/12/2021 22:56:10] 
[10/12/2021 22:56:12] 
[10/12/2021 22:56:15] 
[10/12/2021 22:56:17] 
[10/12/2021 22:56:19] 
[10/12/2021 22:56:26] 
[10/12/2021 22:56:30] 
[10/12/2021 22:56:32] 
[10/12/2021 22:56:34] 
[10/12/2021 22:56:50] 
[10/12/2021 22:56:52] 
[10/12/2021 22:56:54] 
[10/12/2021 22:56:57] 
[10/12/2021 22:56:59] 
[10/12/2021 22:57:1] 
[10/12/2021 22:57:3] 
[10/12/2021 22:57:5] 
[10/12/2021 22:57:22] 
[10/12/2021 22:57:32] 
[10/12/2021 22:57:50] 
[10/12/2021 22:58:6] !guildpoints
[10/12/2021 22:58:13] 
[10/12/2021 22:58:16] 
[10/12/2021 22:58:18] 
[10/12/2021 22:58:21] 
[10/12/2021 22:58:23] 
[10/12/2021 22:58:25] 
[10/12/2021 22:58:27] 
[10/12/2021 22:58:30] 
[10/12/2021 22:58:32] 
[10/12/2021 22:58:39] 
[10/12/2021 22:58:41] 
[10/12/2021 22:58:43] 
[10/12/2021 22:58:46] 
[10/12/2021 22:58:51] 
[10/12/2021 22:58:53] 
[10/12/2021 22:58:55] 
[10/12/2021 22:58:57] 
[10/12/2021 22:59:3] 
[10/12/2021 22:59:6] 
[10/12/2021 22:59:8] 
[10/12/2021 22:59:10] 
[10/12/2021 22:59:12] 
[10/12/2021 22:59:14] 
[10/12/2021 22:59:16] 
[10/12/2021 22:59:19] 
[10/12/2021 22:59:28] 
[10/12/2021 22:59:30] 
[10/12/2021 22:59:32] 
[10/12/2021 22:59:34] 
[10/12/2021 22:59:36] 
[10/12/2021 22:59:46] 
[10/12/2021 22:59:48] 
[10/12/2021 22:59:50] 
[10/12/2021 22:59:52] 
[10/12/2021 22:59:54] 
[10/12/2021 22:59:57] 
[10/12/2021 22:59:59] 
[10/12/2021 23:0:1] 
[10/12/2021 23:0:11] 
[10/12/2021 23:0:14] 
[10/12/2021 23:0:16] 
[10/12/2021 23:0:18] 
[10/12/2021 23:0:21] 
[10/12/2021 23:0:23] 
[10/12/2021 23:0:25] 
[10/12/2021 23:0:27] 
[10/12/2021 23:0:30] 
[10/12/2021 23:0:32] 
[10/12/2021 23:0:34] 
[10/12/2021 23:0:36] 
[10/12/2021 23:0:38] 
[10/12/2021 23:0:46] 
[10/12/2021 23:0:49] 
[10/12/2021 23:0:51] 
[10/12/2021 23:0:53] 
[10/12/2021 23:0:55] 
[10/12/2021 23:0:57] 
[10/12/2021 23:1:0] 
[10/12/2021 23:1:2] 
[10/12/2021 23:1:4] 
[10/12/2021 23:1:6] 
[10/12/2021 23:1:8] 
[10/12/2021 23:1:16] 
[10/12/2021 23:1:18] 
[10/12/2021 23:1:21] 
[10/12/2021 23:1:23] 
[10/12/2021 23:1:29] 
[10/12/2021 23:1:34] 
[10/12/2021 23:1:36] 
[10/12/2021 23:1:38] 
[10/12/2021 23:1:40] 
[10/12/2021 23:1:43] 
[10/12/2021 23:1:45] 
[10/12/2021 23:1:47] 
[10/12/2021 23:1:49] 
[10/12/2021 23:1:51] 
[10/12/2021 23:1:53] 
[10/12/2021 23:1:58] 
[10/12/2021 23:2:1] 
[10/12/2021 23:2:3] 
[10/12/2021 23:2:9] 
[10/12/2021 23:2:12] 
[10/12/2021 23:2:14] 
[10/12/2021 23:2:16] 
[10/12/2021 23:2:18] 
[10/12/2021 23:2:24] 
[10/12/2021 23:2:26] 
[10/12/2021 23:2:28] 
[10/12/2021 23:2:30] 
[10/12/2021 23:2:34] 
[10/12/2021 23:2:36] 
[10/12/2021 23:2:39] 
[10/12/2021 23:2:41] 
[10/12/2021 23:2:47] 
[10/12/2021 23:2:49] 
[10/12/2021 23:2:51] 
[10/12/2021 23:2:54] 
[10/12/2021 23:2:56] 
[10/12/2021 23:2:58] 
[10/12/2021 23:3:0] 
[10/12/2021 23:3:2] 
[10/12/2021 23:3:5] 
[10/12/2021 23:3:7] 
[10/12/2021 23:3:10] 
[10/12/2021 23:3:12] 
[10/12/2021 23:3:32] 
[10/12/2021 23:3:35] 
[10/12/2021 23:3:37] 
[10/12/2021 23:3:42] 
[10/12/2021 23:3:45] 
[10/12/2021 23:3:49] 
[10/12/2021 23:3:51] 
[10/12/2021 23:3:53] 
[10/12/2021 23:3:55] 
[10/12/2021 23:3:57] 
[10/12/2021 23:3:59] 
[10/12/2021 23:4:2] 
[10/12/2021 23:4:4] 
[10/12/2021 23:4:6] 
[10/12/2021 23:4:8] 
[10/12/2021 23:4:10] 
[10/12/2021 23:4:12] 
[10/12/2021 23:4:22] 
[10/12/2021 23:4:24] 
[10/12/2021 23:4:27] 
[10/12/2021 23:4:29] 
[10/12/2021 23:4:31] 
[10/12/2021 23:4:33] 
[10/12/2021 23:4:35] 
[10/12/2021 23:4:37] 
[10/12/2021 23:4:40] 
[10/12/2021 23:4:42] 
[10/12/2021 23:4:44] 
[10/12/2021 23:4:53] 
[10/12/2021 23:4:55] 
[10/12/2021 23:4:58] 
[10/12/2021 23:5:0] 
[10/12/2021 23:5:2] 
[10/12/2021 23:5:4] 
[10/12/2021 23:5:6] 
[10/12/2021 23:5:9] 
[10/12/2021 23:5:11] 
[10/12/2021 23:5:24] 
[10/12/2021 23:5:26] 
[10/12/2021 23:5:28] 
[10/12/2021 23:5:30] 
[10/12/2021 23:5:34] 
[10/12/2021 23:5:36] 
[10/12/2021 23:5:39] 
[10/12/2021 23:5:41] 
[10/12/2021 23:5:49] 
[10/12/2021 23:5:52] 
[10/12/2021 23:5:55] 
[10/12/2021 23:5:57] 
[10/12/2021 23:5:59] 
[10/12/2021 23:6:5] 
[10/12/2021 23:6:7] 
[10/12/2021 23:6:12] 
[10/12/2021 23:6:14] 
[10/12/2021 23:6:16] 
[10/12/2021 23:6:18] 
[10/12/2021 23:6:20] 
[10/12/2021 23:6:23] 
[10/12/2021 23:6:25] 
[10/12/2021 23:6:28] 
[10/12/2021 23:6:30] 
[10/12/2021 23:6:37] 
[10/12/2021 23:6:39] 
[10/12/2021 23:6:41] 
[10/12/2021 23:6:43] 
[10/12/2021 23:6:45] 
[10/12/2021 23:6:48] 
[10/12/2021 23:6:50] 
[10/12/2021 23:6:52] 
[10/12/2021 23:6:54] 
[10/12/2021 23:6:56] 
[10/12/2021 23:6:58] 
[10/12/2021 23:7:0] 
[10/12/2021 23:7:3] 
[10/12/2021 23:7:5] 
[10/12/2021 23:7:7] 
[10/12/2021 23:7:9] 
[10/12/2021 23:7:16] 
[10/12/2021 23:7:18] 
[10/12/2021 23:7:21] 
[10/12/2021 23:7:23] 
[10/12/2021 23:7:25] 
[10/12/2021 23:7:27] 
[10/12/2021 23:7:30] 
[10/12/2021 23:7:34] 
[10/12/2021 23:7:43] 
[10/12/2021 23:7:45] 
[10/12/2021 23:7:52] 
[10/12/2021 23:7:54] 
[10/12/2021 23:7:57] 
[10/12/2021 23:8:1] 
[10/12/2021 23:8:4] 
[10/12/2021 23:8:6] 
[10/12/2021 23:8:23] 
[10/12/2021 23:8:25] 
[10/12/2021 23:8:28] 
[10/12/2021 23:8:30] 
[10/12/2021 23:8:32] 
[10/12/2021 23:8:34] 
[10/12/2021 23:8:36] 
[10/12/2021 23:8:38] 
[10/12/2021 23:8:40] 
[10/12/2021 23:8:46] 
[10/12/2021 23:8:48] 
[10/12/2021 23:8:50] 
[10/12/2021 23:8:52] 
[10/12/2021 23:8:55] 
[10/12/2021 23:8:57] 
[10/12/2021 23:8:59] 
[10/12/2021 23:9:1] 
[10/12/2021 23:9:3] 
[10/12/2021 23:9:5] 
[10/12/2021 23:9:13] 
[10/12/2021 23:9:15] 
[10/12/2021 23:9:17] 
[10/12/2021 23:9:24] 
[10/12/2021 23:9:26] 
[10/12/2021 23:9:29] 
[10/12/2021 23:9:31] 
[10/12/2021 23:9:33] 
[10/12/2021 23:9:36] 
[10/12/2021 23:9:43] 
[10/12/2021 23:9:45] 
[10/12/2021 23:9:47] 
[10/12/2021 23:9:49] 
[10/12/2021 23:9:51] 
[10/12/2021 23:9:54] 
[10/12/2021 23:9:56] 
[10/12/2021 23:9:58] 
[10/12/2021 23:10:0] 
[10/12/2021 23:10:2] 
[10/12/2021 23:10:4] 
[10/12/2021 23:10:7] 
[10/12/2021 23:10:17] 
[10/12/2021 23:10:19] 
[10/12/2021 23:10:21] 
[10/12/2021 23:10:23] 
[10/12/2021 23:10:25] 
[10/12/2021 23:10:27] 
[10/12/2021 23:10:34] 
[10/12/2021 23:10:36] 
[10/12/2021 23:10:39] 
[10/12/2021 23:10:41] 
[10/12/2021 23:10:43] 
[10/12/2021 23:10:46] 
[10/12/2021 23:10:48] 
[10/12/2021 23:10:50] 
[10/12/2021 23:10:57] 
[10/12/2021 23:10:59] 
[10/12/2021 23:11:2] 
[10/12/2021 23:11:4] 
[10/12/2021 23:11:7] 
[10/12/2021 23:11:9] 
[10/12/2021 23:11:11] 
[10/12/2021 23:11:14] 
[10/12/2021 23:11:16] 
[10/12/2021 23:11:18] 
[10/12/2021 23:11:22] 
[10/12/2021 23:11:24] 
[10/12/2021 23:11:26] 
[10/12/2021 23:11:31] 
[10/12/2021 23:11:34] 
[10/12/2021 23:11:36] 
[10/12/2021 23:11:38] 
[10/12/2021 23:11:40] 
[10/12/2021 23:11:42] 
[10/12/2021 23:11:45] 
[10/12/2021 23:11:47] 
[10/12/2021 23:11:49] 
[10/12/2021 23:11:59] 
[10/12/2021 23:12:4] 
[10/12/2021 23:12:6] 
[10/12/2021 23:12:8] 
[10/12/2021 23:12:13] 
[10/12/2021 23:12:16] 
[10/12/2021 23:12:18] 
[10/12/2021 23:12:20] 
[10/12/2021 23:12:24] 
[10/12/2021 23:12:26] 
[10/12/2021 23:12:28] 
[10/12/2021 23:12:31] 
[10/12/2021 23:12:33] 
[10/12/2021 23:12:35] 
[10/12/2021 23:12:37] 
[10/12/2021 23:12:49] 
[10/12/2021 23:12:51] 
[10/12/2021 23:12:55] 
[10/12/2021 23:12:58] 
[10/12/2021 23:13:0] 
[10/12/2021 23:13:4] 
[10/12/2021 23:13:7] 
[10/12/2021 23:13:16] 
[10/12/2021 23:13:20] 
[10/12/2021 23:13:27] 
[10/12/2021 23:13:29] 
[10/12/2021 23:13:58] 
[10/12/2021 23:14:0] 
[10/12/2021 23:14:10] 
[10/12/2021 23:14:12] 
[10/12/2021 23:14:14] 
[10/12/2021 23:14:16] 
[10/12/2021 23:14:18] 
[10/12/2021 23:14:31] 
[10/12/2021 23:14:33] 
[10/12/2021 23:14:35] 
[10/12/2021 23:14:37] 
[10/12/2021 23:14:40] 
[10/12/2021 23:14:46] 
[10/12/2021 23:14:48] 
[10/12/2021 23:14:50] 
[10/12/2021 23:14:52] 
[10/12/2021 23:14:54] 
[10/12/2021 23:14:57] 
[10/12/2021 23:14:59] 
[10/12/2021 23:15:4] 
[10/12/2021 23:15:6] 
[10/12/2021 23:15:13] 
[10/12/2021 23:15:16] 
[10/12/2021 23:15:18] 
[10/12/2021 23:15:20] 
[10/12/2021 23:15:22] 
[10/12/2021 23:15:25] 
[10/12/2021 23:15:27] 
[10/12/2021 23:15:29] 
[10/12/2021 23:15:37] 
[10/12/2021 23:15:39] 
[10/12/2021 23:15:41] 
[10/12/2021 23:15:44] 
[10/12/2021 23:15:46] 
[10/12/2021 23:15:49] 
[10/12/2021 23:15:51] 
[10/12/2021 23:15:53] 
[10/12/2021 23:15:55] 
[10/12/2021 23:16:2] 
[10/12/2021 23:16:4] 
[10/12/2021 23:16:6] 
[10/12/2021 23:16:9] 
[10/12/2021 23:16:11] 
[10/12/2021 23:16:13] 
[10/12/2021 23:16:15] 
[10/12/2021 23:16:18] 
[10/12/2021 23:16:20] 
[10/12/2021 23:16:22] 
[10/12/2021 23:16:24] 
[10/12/2021 23:16:26] 
[10/12/2021 23:16:35] 
[10/12/2021 23:16:39] 
[10/12/2021 23:16:45] 
[10/12/2021 23:16:47] 
[10/12/2021 23:16:49] 
[10/12/2021 23:16:51] 
[10/12/2021 23:16:54] 
[10/12/2021 23:16:56] 
[10/12/2021 23:16:58] 
[10/12/2021 23:17:1] 
[10/12/2021 23:17:3] 
[10/12/2021 23:17:5] 
[10/12/2021 23:17:12] 
[10/12/2021 23:17:14] 
[10/12/2021 23:17:17] 
[10/12/2021 23:17:19] 
[10/12/2021 23:17:21] 
[10/12/2021 23:17:23] 
[10/12/2021 23:17:43] 
[10/12/2021 23:17:45] 
[10/12/2021 23:17:47] 
[10/12/2021 23:17:49] 
[10/12/2021 23:17:51] 
[10/12/2021 23:17:53] 
[10/12/2021 23:17:56] 
[10/12/2021 23:17:58] 
[10/12/2021 23:18:0] 
[10/12/2021 23:18:6] 
[10/12/2021 23:18:8] 
[10/12/2021 23:18:13] 
[10/12/2021 23:18:15] 
[10/12/2021 23:18:17] 
[10/12/2021 23:18:19] 
[10/12/2021 23:18:21] 
[10/12/2021 23:18:24] 
[10/12/2021 23:18:26] 
[10/12/2021 23:18:28] 
[10/12/2021 23:18:37] 
[10/12/2021 23:18:39] 
[10/12/2021 23:18:41] 
[10/12/2021 23:18:43] 
[10/12/2021 23:18:45] 
[10/12/2021 23:18:52] 
[10/12/2021 23:18:54] 
[10/12/2021 23:18:56] 
[10/12/2021 23:18:58] 
[10/12/2021 23:19:1] 
[10/12/2021 23:19:3] 
[10/12/2021 23:19:7] 
[10/12/2021 23:19:9] 
[10/12/2021 23:19:11] 
[10/12/2021 23:19:13] 
[10/12/2021 23:19:15] 
[10/12/2021 23:19:21] 
[10/12/2021 23:19:23] 
[10/12/2021 23:19:25] 
[10/12/2021 23:19:28] 
[10/12/2021 23:19:30] 
[10/12/2021 23:19:33] 
[10/12/2021 23:19:35] 
[10/12/2021 23:19:37] 
[10/12/2021 23:19:45] 
[10/12/2021 23:19:47] 
[10/12/2021 23:19:51] 
[10/12/2021 23:19:53] 
[10/12/2021 23:19:56] 
[10/12/2021 23:19:58] 
[10/12/2021 23:20:0] 
[10/12/2021 23:20:2] 
[10/12/2021 23:20:4] 
[10/12/2021 23:20:6] 
[10/12/2021 23:20:9] 
[10/12/2021 23:20:11] 
[10/12/2021 23:20:13] 
[10/12/2021 23:20:15] 
[10/12/2021 23:20:17] 
[10/12/2021 23:20:19] 
[10/12/2021 23:20:29] 
[10/12/2021 23:20:31] 
[10/12/2021 23:20:34] 
[10/12/2021 23:20:36] 
[10/12/2021 23:20:38] 
[10/12/2021 23:20:40] 
[10/12/2021 23:20:42] 
[10/12/2021 23:20:44] 
[10/12/2021 23:20:47] 
[10/12/2021 23:20:49] 
[10/12/2021 23:20:51] 
[10/12/2021 23:20:53] 
[10/12/2021 23:20:55] 
[10/12/2021 23:22:20] 
[10/12/2021 23:22:22] 
[10/12/2021 23:22:24] 
[10/12/2021 23:22:27] 
[10/12/2021 23:22:29] 
[10/12/2021 23:22:31] 
[10/12/2021 23:22:39] 
[10/12/2021 23:22:43] 
[10/12/2021 23:22:45] 
[10/12/2021 23:22:47] 
[10/12/2021 23:22:49] 
[10/12/2021 23:22:53] 
[10/12/2021 23:22:55] 
[10/12/2021 23:22:57] 
[10/12/2021 23:23:4] 
[10/12/2021 23:23:6] 
[10/12/2021 23:23:8] 
[10/12/2021 23:23:10] 
[10/12/2021 23:23:12] 
[10/12/2021 23:23:15] 
[10/12/2021 23:23:19] 
[10/12/2021 23:23:21] 
[10/12/2021 23:23:23] 
[10/12/2021 23:23:25] 
[10/12/2021 23:23:28] 
[10/12/2021 23:23:30] 
[10/12/2021 23:23:37] 
[10/12/2021 23:23:39] 
[10/12/2021 23:23:42] 
[10/12/2021 23:23:44] 
[10/12/2021 23:23:46] 
[10/12/2021 23:23:49] 
[10/12/2021 23:23:51] 
[10/12/2021 23:24:13] 
[10/12/2021 23:24:15] 
[10/12/2021 23:24:18] 
[10/12/2021 23:24:22] 
[10/12/2021 23:24:31] 
[10/12/2021 23:24:33] 
[10/12/2021 23:24:35] 
[10/12/2021 23:24:43] 
[10/12/2021 23:24:45] 
[10/12/2021 23:24:49] 
[10/12/2021 23:24:51] 
[10/12/2021 23:25:8] 
[10/12/2021 23:25:10] 
[10/12/2021 23:25:20] 
[10/12/2021 23:25:22] 
[10/12/2021 23:25:25] 
[10/12/2021 23:25:33] 
[10/12/2021 23:25:35] 
[10/12/2021 23:25:37] 
[10/12/2021 23:25:39] 
[10/12/2021 23:25:41] 
[10/12/2021 23:25:44] 
[10/12/2021 23:25:49] 
[10/12/2021 23:25:51] 
[10/12/2021 23:25:54] 
[10/12/2021 23:25:56] 
[10/12/2021 23:25:58] 
[10/12/2021 23:26:0] 
[10/12/2021 23:26:3] 
[10/12/2021 23:26:10] 
[10/12/2021 23:26:12] 
[10/12/2021 23:26:15] 
[10/12/2021 23:26:17] 
[10/12/2021 23:26:19] 
[10/12/2021 23:26:21] 
[10/12/2021 23:26:23] 
[10/12/2021 23:26:25] 
[10/12/2021 23:26:27] 
[10/12/2021 23:26:29] 
[10/12/2021 23:26:32] 
[10/12/2021 23:26:34] 
[10/12/2021 23:26:42] 
[10/12/2021 23:26:44] 
[10/12/2021 23:26:46] 
[10/12/2021 23:26:48] 
[10/12/2021 23:26:51] 
[10/12/2021 23:26:54] 
[10/12/2021 23:26:56] 
[10/12/2021 23:26:58] 
[10/12/2021 23:27:0] 
[10/12/2021 23:27:2] 
[10/12/2021 23:27:4] 
[10/12/2021 23:27:15] 
[10/12/2021 23:27:17] 
[10/12/2021 23:27:19] 
[10/12/2021 23:27:21] 
[10/12/2021 23:27:24] 
[10/12/2021 23:27:26] 
[10/12/2021 23:27:28] 
[10/12/2021 23:27:30] 
[10/12/2021 23:27:37] 
[10/12/2021 23:27:50] 
[10/12/2021 23:27:52] 
[10/12/2021 23:27:54] 
[10/12/2021 23:27:59] 
[10/12/2021 23:28:5] 
[10/12/2021 23:28:7] 
[10/12/2021 23:28:10] 
[10/12/2021 23:28:12] 
[10/12/2021 23:28:14] 
[10/12/2021 23:28:16] 
[10/12/2021 23:28:19] 
[10/12/2021 23:28:27] 
[10/12/2021 23:28:29] 
[10/12/2021 23:28:31] 
[10/12/2021 23:28:43] 
[10/12/2021 23:28:52] 
[10/12/2021 23:28:54] 
[10/12/2021 23:28:56] 
[10/12/2021 23:28:59] 
[10/12/2021 23:29:1] 
[10/12/2021 23:29:3] 
[10/12/2021 23:29:5] 
[10/12/2021 23:29:7] 
[10/12/2021 23:29:19] 
[10/12/2021 23:29:22] 
[10/12/2021 23:29:24] 
[10/12/2021 23:29:26] 
[10/12/2021 23:29:28] 
[10/12/2021 23:29:30] 
[10/12/2021 23:29:42] 
[10/12/2021 23:29:44] 
[10/12/2021 23:29:55] 
[10/12/2021 23:30:0] 
[10/12/2021 23:30:9] 
[10/12/2021 23:30:11] 
[11/12/2021 0:1:35] 
[11/12/2021 0:1:37] 
[11/12/2021 0:1:39] 
[11/12/2021 0:1:41] 
[11/12/2021 0:1:43] 
[11/12/2021 0:1:47] 
[11/12/2021 0:1:49] 
[11/12/2021 0:1:51] 
[11/12/2021 0:1:53] 
[11/12/2021 0:1:55] 
[11/12/2021 0:1:57] 
[11/12/2021 0:1:59] 
[11/12/2021 0:2:6] 
[11/12/2021 0:2:8] 
