[10/2/2022 21:2:44] !aol
[10/2/2022 21:55:33]  perdi meu amuleto no rollback
[10/2/2022 22:9:45] !aol
[10/2/2022 22:14:28] !aol
[10/2/2022 22:16:9] !aol
[10/2/2022 22:17:0] !aol
[10/2/2022 22:52:9] !aol
[11/2/2022 10:52:6]  comprei negocio de vender lootsozin mas nao chega o dinheiro
[11/2/2022 11:55:33] !serverinfo
[12/2/2022 17:18:31] !frags
[12/2/2022 21:15:44] !frags
[12/2/2022 21:24:14] !frags
[12/2/2022 21:32:46] !frags
[13/2/2022 23:13:29] !frags
[14/2/2022 15:34:36] !frags
[14/2/2022 18:3:21] !frags
[14/2/2022 21:58:58] !frags
[14/2/2022 22:11:5]  vamos colocar o cliente pra funcionar com exit lag
[14/2/2022 23:37:27] !frags
[15/2/2022 15:33:7] 
[15/2/2022 15:33:9] 
[15/2/2022 15:33:11] 
[15/2/2022 15:33:15] 
[15/2/2022 15:33:17] 
[15/2/2022 15:33:19] 
[15/2/2022 15:33:21] 
[15/2/2022 15:33:23] 
[15/2/2022 15:33:40] 
[15/2/2022 15:33:42] 
[15/2/2022 15:33:44] 
[15/2/2022 15:33:46] 
[15/2/2022 15:33:48] 
[15/2/2022 15:33:50] 
[15/2/2022 15:33:52] 
[15/2/2022 15:33:55] 
[15/2/2022 15:34:2] 
[15/2/2022 15:34:4] 
[15/2/2022 15:34:6] 
[15/2/2022 15:34:8] 
[15/2/2022 15:34:17] 
[15/2/2022 15:34:19] 
[15/2/2022 15:34:21] 
[15/2/2022 15:34:23] 
[15/2/2022 15:34:25] 
[15/2/2022 15:34:28] 
[15/2/2022 15:34:30] 
[15/2/2022 15:34:41] 
[15/2/2022 15:34:43] 
[15/2/2022 15:34:46] 
[15/2/2022 15:34:54] 
[15/2/2022 15:34:56] 
[15/2/2022 15:34:58] 
[15/2/2022 15:35:0] 
[15/2/2022 15:35:13] 
[15/2/2022 15:35:15] 
[15/2/2022 15:35:17] 
[15/2/2022 15:35:19] 
[15/2/2022 15:35:21] 
[15/2/2022 15:35:23] 
[15/2/2022 15:35:25] 
[15/2/2022 15:35:29] 
[15/2/2022 15:35:32] 
[15/2/2022 15:35:44] 
[15/2/2022 15:35:48] 
[15/2/2022 15:35:50] 
[15/2/2022 15:35:52] 
[15/2/2022 15:35:54] 
[15/2/2022 15:35:56] 
[15/2/2022 15:35:58] 
[15/2/2022 15:36:3] 
[15/2/2022 15:36:5] 
[15/2/2022 15:36:7] 
[15/2/2022 15:36:9] 
[15/2/2022 15:36:11] 
[15/2/2022 15:36:13] 
[15/2/2022 15:36:15] 
[15/2/2022 15:36:17] 
[15/2/2022 15:36:19] 
[15/2/2022 15:36:24] 
[15/2/2022 15:36:26] 
[15/2/2022 15:36:28] 
[15/2/2022 15:36:30] 
[15/2/2022 15:36:32] 
[15/2/2022 15:36:47] 
[15/2/2022 15:36:49] 
[15/2/2022 15:36:51] 
[15/2/2022 15:36:53] 
[15/2/2022 15:36:55] 
[15/2/2022 15:36:57] 
[15/2/2022 15:37:0] 
[15/2/2022 15:37:7] 
[15/2/2022 15:37:9] 
[15/2/2022 15:37:11] 
[15/2/2022 15:37:13] 
[15/2/2022 15:37:18] 
[15/2/2022 15:37:21] 
[15/2/2022 15:37:23] 
[15/2/2022 15:37:25] 
[15/2/2022 15:37:27] 
[15/2/2022 15:37:29] 
[15/2/2022 15:37:32] 
[15/2/2022 15:37:34] 
[15/2/2022 15:37:36] 
[15/2/2022 15:37:38] 
[15/2/2022 15:37:40] 
[15/2/2022 15:37:42] 
[15/2/2022 15:37:45] 
[15/2/2022 15:37:48] 
[15/2/2022 15:37:50] 
[15/2/2022 15:37:59] 
[15/2/2022 15:38:3] 
[15/2/2022 15:38:6] 
[15/2/2022 15:38:8] 
[15/2/2022 15:38:10] 
[15/2/2022 15:38:12] 
[15/2/2022 15:38:14] 
[15/2/2022 15:38:22] 
[15/2/2022 15:38:24] 
[15/2/2022 15:38:26] 
[15/2/2022 15:38:28] 
[15/2/2022 15:38:30] 
[15/2/2022 15:38:32] 
[15/2/2022 15:38:34] 
[15/2/2022 15:38:46] 
[15/2/2022 15:38:48] 
[15/2/2022 15:38:50] 
[15/2/2022 15:38:52] 
[15/2/2022 15:38:54] 
[15/2/2022 15:39:2] 
[15/2/2022 15:39:4] 
[15/2/2022 15:39:15] 
[15/2/2022 15:39:18] 
[15/2/2022 15:39:21] 
[15/2/2022 15:39:23] 
[15/2/2022 15:39:25] 
[15/2/2022 15:39:27] 
[15/2/2022 15:39:29] 
[15/2/2022 15:39:42] 
[15/2/2022 15:39:45] 
[15/2/2022 15:39:47] 
[15/2/2022 15:39:49] 
[15/2/2022 15:39:51] 
[15/2/2022 15:39:53] 
[15/2/2022 15:39:55] 
[15/2/2022 15:39:57] 
[15/2/2022 15:40:6] 
[15/2/2022 15:40:8] 
[15/2/2022 15:40:10] 
[15/2/2022 15:40:12] 
[15/2/2022 15:40:16] 
[15/2/2022 15:40:18] 
[15/2/2022 15:40:20] 
[15/2/2022 15:40:23] 
[15/2/2022 15:40:26] 
[15/2/2022 15:40:28] 
[15/2/2022 15:40:30] 
[15/2/2022 15:40:32] 
[15/2/2022 15:40:34] 
[15/2/2022 15:40:36] 
[15/2/2022 15:40:38] 
[15/2/2022 15:40:43] 
[15/2/2022 15:40:47] 
[15/2/2022 15:40:49] 
[15/2/2022 15:40:51] 
[15/2/2022 15:40:53] 
[15/2/2022 15:40:55] 
[15/2/2022 15:40:58] 
[15/2/2022 15:41:16] 
[15/2/2022 15:41:18] 
[15/2/2022 15:41:20] 
[15/2/2022 15:41:22] 
[15/2/2022 15:41:24] 
[15/2/2022 15:41:26] 
[15/2/2022 15:41:32] 
[15/2/2022 15:41:34] 
[15/2/2022 15:41:36] 
[15/2/2022 15:41:38] 
[15/2/2022 15:41:40] 
[15/2/2022 15:41:42] 
[15/2/2022 15:41:44] 
[15/2/2022 15:41:51] 
[15/2/2022 15:41:53] 
[15/2/2022 15:41:55] 
[15/2/2022 15:41:57] 
[15/2/2022 15:41:59] 
[15/2/2022 15:42:13] 
[15/2/2022 15:42:15] 
[15/2/2022 15:42:22] 
[15/2/2022 15:42:25] 
[15/2/2022 15:42:27] 
[15/2/2022 15:42:40] 
[15/2/2022 15:42:42] 
[15/2/2022 15:42:44] 
[15/2/2022 15:42:46] 
[15/2/2022 15:42:49] 
[15/2/2022 15:42:54] 
[15/2/2022 15:42:56] 
[15/2/2022 15:42:58] 
[15/2/2022 15:43:0] 
[15/2/2022 15:43:12] 
[15/2/2022 15:43:14] 
[15/2/2022 15:43:16] 
[15/2/2022 15:43:18] 
[15/2/2022 15:43:20] 
[15/2/2022 15:43:22] 
[15/2/2022 15:43:24] 
[15/2/2022 15:43:48] 
[15/2/2022 15:43:51] 
[15/2/2022 15:43:53] 
[15/2/2022 15:43:55] 
[15/2/2022 15:43:57] 
[15/2/2022 15:43:59] 
[15/2/2022 15:44:6] 
[15/2/2022 15:44:8] 
[15/2/2022 15:44:10] 
[15/2/2022 15:44:12] 
[15/2/2022 15:44:15] 
[15/2/2022 15:44:17] 
[15/2/2022 15:44:19] 
[15/2/2022 15:44:21] 
[15/2/2022 15:44:23] 
[15/2/2022 15:44:25] 
[15/2/2022 15:44:27] 
[15/2/2022 15:44:32] 
[15/2/2022 15:44:34] 
[15/2/2022 15:44:36] 
[15/2/2022 15:44:39] 
[15/2/2022 15:44:59] 
[15/2/2022 15:45:1] 
[15/2/2022 15:45:3] 
[15/2/2022 15:45:8] 
[15/2/2022 15:45:11] 
[15/2/2022 15:45:14] 
[15/2/2022 15:45:16] 
[15/2/2022 15:45:18] 
[15/2/2022 15:45:21] 
[15/2/2022 15:45:23] 
[15/2/2022 15:45:26] 
[15/2/2022 15:45:28] 
[15/2/2022 15:45:31] 
[15/2/2022 15:45:33] 
[15/2/2022 15:45:35] 
[15/2/2022 15:45:37] 
[15/2/2022 15:45:40] 
[15/2/2022 15:45:42] 
[15/2/2022 15:45:54] 
[15/2/2022 15:45:57] 
[15/2/2022 15:45:59] 
[15/2/2022 15:46:1] 
[15/2/2022 15:46:3] 
[15/2/2022 15:46:5] 
[15/2/2022 15:46:13] 
[15/2/2022 15:46:15] 
[15/2/2022 15:46:17] 
[15/2/2022 15:46:19] 
[15/2/2022 15:46:27] 
[15/2/2022 15:46:29] 
[15/2/2022 15:46:31] 
[15/2/2022 15:46:33] 
[15/2/2022 15:46:35] 
[15/2/2022 15:46:37] 
[15/2/2022 15:46:50] 
[15/2/2022 15:46:52] 
[15/2/2022 15:46:54] 
[15/2/2022 15:46:56] 
[15/2/2022 15:46:58] 
[15/2/2022 15:47:4] 
[15/2/2022 15:47:6] 
[15/2/2022 15:47:8] 
[15/2/2022 15:47:10] 
[15/2/2022 15:47:21] 
[15/2/2022 15:47:25] 
[15/2/2022 15:47:27] 
[15/2/2022 15:47:29] 
[15/2/2022 15:47:31] 
[15/2/2022 15:47:33] 
[15/2/2022 15:47:36] 
[15/2/2022 15:47:38] 
[15/2/2022 15:47:46] 
[15/2/2022 15:48:5] 
[15/2/2022 15:48:7] 
[15/2/2022 15:48:9] 
[15/2/2022 15:48:11] 
[15/2/2022 15:48:17] 
[15/2/2022 15:48:19] 
[15/2/2022 15:48:21] 
[15/2/2022 15:48:23] 
[15/2/2022 15:48:25] 
[15/2/2022 15:48:30] 
[15/2/2022 15:48:32] 
[15/2/2022 15:48:34] 
[15/2/2022 15:48:37] 
[15/2/2022 15:48:39] 
[15/2/2022 15:48:57] 
[15/2/2022 15:48:59] 
[15/2/2022 15:49:1] 
[15/2/2022 15:49:3] 
[15/2/2022 15:49:12] 
[15/2/2022 15:49:14] 
[15/2/2022 15:49:16] 
[15/2/2022 15:49:18] 
[15/2/2022 15:49:20] 
[15/2/2022 15:49:23] 
[15/2/2022 15:49:30] 
[15/2/2022 15:49:32] 
[15/2/2022 15:49:34] 
[15/2/2022 15:49:36] 
[15/2/2022 15:49:49] 
[15/2/2022 15:49:52] 
[15/2/2022 15:49:54] 
[15/2/2022 15:49:56] 
[15/2/2022 15:49:58] 
[15/2/2022 15:50:1] 
[15/2/2022 15:50:3] 
[15/2/2022 15:50:7] 
[15/2/2022 15:50:15] 
[15/2/2022 15:50:17] 
[15/2/2022 15:50:19] 
[15/2/2022 15:50:21] 
[15/2/2022 15:50:43] 
[15/2/2022 15:50:55] 
[15/2/2022 15:50:58] 
[15/2/2022 15:51:0] 
[15/2/2022 15:51:2] 
[15/2/2022 15:51:4] 
[15/2/2022 15:51:6] 
[15/2/2022 15:51:8] 
[15/2/2022 15:51:10] 
[15/2/2022 15:51:14] 
[15/2/2022 15:51:16] 
[15/2/2022 15:51:18] 
[15/2/2022 15:51:34] 
[15/2/2022 15:51:37] 
[15/2/2022 15:51:39] 
[15/2/2022 15:51:41] 
[15/2/2022 15:51:44] 
[15/2/2022 15:51:50] 
[15/2/2022 15:51:53] 
[15/2/2022 15:51:57] 
[15/2/2022 15:52:8] 
[15/2/2022 15:52:10] 
[15/2/2022 15:52:12] 
[15/2/2022 15:52:14] 
[15/2/2022 15:52:16] 
[15/2/2022 15:52:18] 
[15/2/2022 15:52:20] 
[15/2/2022 15:52:26] 
[15/2/2022 15:52:29] 
[15/2/2022 15:52:31] 
[15/2/2022 15:52:34] 
[15/2/2022 15:52:38] 
[15/2/2022 15:52:40] 
[15/2/2022 15:52:42] 
[15/2/2022 15:52:44] 
[15/2/2022 15:52:49] 
[15/2/2022 15:52:51] 
[15/2/2022 15:52:53] 
[15/2/2022 15:52:55] 
[15/2/2022 15:52:57] 
[15/2/2022 15:52:59] 
[15/2/2022 15:53:2] 
[15/2/2022 15:53:4] 
[15/2/2022 15:53:8] 
[15/2/2022 15:53:10] 
[15/2/2022 15:53:12] 
[15/2/2022 15:53:15] 
[15/2/2022 15:53:17] 
[15/2/2022 15:53:27] 
[15/2/2022 15:53:33] 
[15/2/2022 15:53:36] 
[15/2/2022 15:53:38] 
[15/2/2022 15:53:40] 
[15/2/2022 15:53:42] 
[15/2/2022 15:53:44] 
[15/2/2022 15:53:47] 
[15/2/2022 15:53:49] 
[15/2/2022 15:53:52] 
[15/2/2022 15:53:54] 
[15/2/2022 15:53:56] 
[15/2/2022 15:53:58] 
[15/2/2022 15:54:9] 
[15/2/2022 15:54:13] 
[15/2/2022 15:54:21] 
[15/2/2022 15:54:23] 
[15/2/2022 15:54:25] 
[15/2/2022 15:54:27] 
[15/2/2022 15:54:29] 
[15/2/2022 15:54:32] 
[15/2/2022 15:54:34] 
[15/2/2022 15:54:41] 
[15/2/2022 15:54:43] 
[15/2/2022 15:54:55] 
[15/2/2022 15:55:4] 
[15/2/2022 15:55:9] 
[15/2/2022 15:55:24] 
[15/2/2022 15:55:26] 
[15/2/2022 15:55:28] 
[15/2/2022 15:55:30] 
[15/2/2022 15:55:32] 
[15/2/2022 15:55:37] 
[15/2/2022 15:55:40] 
[15/2/2022 15:55:42] 
[15/2/2022 15:55:44] 
[15/2/2022 15:55:46] 
[15/2/2022 15:55:48] 
[15/2/2022 15:55:50] 
[15/2/2022 15:55:52] 
[15/2/2022 15:55:56] 
[15/2/2022 15:55:58] 
[15/2/2022 15:56:0] 
[15/2/2022 15:56:2] 
[15/2/2022 15:56:24] 
[15/2/2022 15:56:26] 
[15/2/2022 15:56:28] 
[15/2/2022 15:56:33] 
[15/2/2022 15:56:37] 
[15/2/2022 15:56:39] 
[15/2/2022 15:56:42] 
[15/2/2022 15:56:44] 
[15/2/2022 15:56:46] 
[15/2/2022 15:56:49] 
[15/2/2022 15:56:54] 
[15/2/2022 15:56:56] 
[15/2/2022 15:57:11] 
[15/2/2022 15:57:13] 
[15/2/2022 15:57:16] 
[15/2/2022 15:57:19] 
[15/2/2022 15:57:21] 
[15/2/2022 15:57:23] 
[15/2/2022 15:57:26] 
[15/2/2022 15:57:28] 
[15/2/2022 15:57:30] 
[15/2/2022 15:57:32] 
[15/2/2022 15:57:39] 
[15/2/2022 15:57:41] 
[15/2/2022 15:57:43] 
[15/2/2022 15:58:5] 
[15/2/2022 15:58:15] 
[15/2/2022 15:58:17] 
[15/2/2022 15:58:19] 
[15/2/2022 15:58:22] 
[15/2/2022 15:58:24] 
[15/2/2022 15:58:30] 
[15/2/2022 15:58:32] 
[15/2/2022 15:58:34] 
[15/2/2022 15:58:43] 
[15/2/2022 15:58:45] 
[15/2/2022 15:58:47] 
[15/2/2022 15:58:50] 
[15/2/2022 15:58:52] 
[15/2/2022 15:59:9] 
[15/2/2022 15:59:24] 
[15/2/2022 15:59:29] 
[15/2/2022 15:59:31] 
[15/2/2022 15:59:33] 
[15/2/2022 15:59:36] 
[15/2/2022 15:59:39] 
[15/2/2022 15:59:44] 
[15/2/2022 15:59:46] 
[15/2/2022 15:59:48] 
[15/2/2022 15:59:50] 
[15/2/2022 15:59:52] 
[15/2/2022 15:59:57] 
[15/2/2022 15:59:59] 
[15/2/2022 16:0:1] 
[15/2/2022 16:0:3] 
[15/2/2022 16:0:5] 
[15/2/2022 16:0:26] 
[15/2/2022 16:0:28] 
[15/2/2022 16:0:30] 
[15/2/2022 16:0:33] 
[15/2/2022 16:0:35] 
[15/2/2022 16:0:45] 
[15/2/2022 16:0:47] 
[15/2/2022 16:0:49] 
[15/2/2022 16:0:51] 
[15/2/2022 16:0:53] 
[15/2/2022 16:0:58] 
[15/2/2022 16:1:0] 
[15/2/2022 16:1:2] 
[15/2/2022 16:1:6] 
[15/2/2022 16:1:8] 
[15/2/2022 16:1:10] 
[15/2/2022 16:1:13] 
[15/2/2022 16:1:15] 
[15/2/2022 16:1:17] 
[15/2/2022 16:1:22] 
[15/2/2022 16:1:25] 
[15/2/2022 16:1:29] 
[15/2/2022 16:1:38] 
[15/2/2022 16:1:40] 
[15/2/2022 16:1:43] 
[15/2/2022 16:1:45] 
[15/2/2022 16:1:47] 
[15/2/2022 16:2:4] 
[15/2/2022 16:2:6] 
[15/2/2022 16:2:10] 
[15/2/2022 16:2:12] 
[15/2/2022 16:2:14] 
[15/2/2022 16:2:17] 
[15/2/2022 16:2:25] 
[15/2/2022 16:2:27] 
[15/2/2022 16:2:29] 
[15/2/2022 16:2:31] 
[15/2/2022 16:2:34] 
[15/2/2022 16:2:36] 
[15/2/2022 16:2:47] 
[15/2/2022 16:2:49] 
[15/2/2022 16:2:51] 
[15/2/2022 16:3:8] 
[15/2/2022 16:3:10] 
[15/2/2022 16:3:12] 
[15/2/2022 16:3:14] 
[15/2/2022 16:3:16] 
[15/2/2022 16:3:18] 
[15/2/2022 16:3:20] 
[15/2/2022 16:3:30] 
[15/2/2022 16:3:32] 
[15/2/2022 16:3:34] 
[15/2/2022 16:3:36] 
[15/2/2022 16:3:41] 
[15/2/2022 16:3:43] 
[15/2/2022 16:3:45] 
[15/2/2022 16:3:47] 
[15/2/2022 16:3:52] 
[15/2/2022 16:4:4] 
[15/2/2022 16:4:10] 
[15/2/2022 16:4:12] 
[15/2/2022 16:4:14] 
[15/2/2022 16:4:27] 
[15/2/2022 16:4:29] 
[15/2/2022 16:4:32] 
[15/2/2022 16:4:48] 
[15/2/2022 16:4:50] 
[15/2/2022 16:4:52] 
[15/2/2022 16:4:54] 
[15/2/2022 16:4:56] 
[15/2/2022 16:5:0] 
[15/2/2022 16:5:7] 
[15/2/2022 16:5:9] 
[15/2/2022 16:5:11] 
[15/2/2022 16:5:13] 
[15/2/2022 16:5:21] 
[15/2/2022 16:5:27] 
[15/2/2022 16:5:29] 
[15/2/2022 16:5:31] 
[15/2/2022 16:5:33] 
[15/2/2022 16:5:36] 
[15/2/2022 16:5:38] 
[15/2/2022 16:5:40] 
[15/2/2022 16:5:42] 
[15/2/2022 16:5:47] 
[15/2/2022 16:5:50] 
[15/2/2022 16:5:52] 
[15/2/2022 16:5:54] 
[15/2/2022 16:5:57] 
[15/2/2022 16:6:15] 
[15/2/2022 16:6:18] 
[15/2/2022 16:6:20] 
[15/2/2022 16:6:23] 
[15/2/2022 16:6:25] 
[15/2/2022 16:6:30] 
[15/2/2022 16:6:32] 
[15/2/2022 16:6:34] 
[15/2/2022 16:6:36] 
[15/2/2022 16:6:38] 
[15/2/2022 16:6:40] 
[15/2/2022 16:6:42] 
[15/2/2022 16:6:49] 
[15/2/2022 16:6:51] 
[15/2/2022 16:6:53] 
[15/2/2022 16:6:55] 
[15/2/2022 16:6:57] 
[15/2/2022 16:7:7] 
[15/2/2022 16:7:9] 
[15/2/2022 16:7:13] 
[15/2/2022 16:7:16] 
[15/2/2022 16:7:18] 
[15/2/2022 16:9:45] 
[15/2/2022 16:10:8] 
[15/2/2022 16:10:53] 
[15/2/2022 16:11:16] 
[15/2/2022 16:11:18] 
[15/2/2022 16:11:20] 
[15/2/2022 16:11:23] 
[15/2/2022 16:11:25] 
[15/2/2022 16:11:27] 
[15/2/2022 16:11:31] 
[15/2/2022 16:11:33] 
[15/2/2022 16:11:35] 
[15/2/2022 16:11:38] 
[15/2/2022 16:11:40] 
[15/2/2022 16:11:49] 
[15/2/2022 16:11:51] 
[15/2/2022 16:11:53] 
[15/2/2022 16:11:56] 
[15/2/2022 16:11:58] 
[15/2/2022 16:12:0] 
[15/2/2022 16:12:2] 
[15/2/2022 16:12:6] 
[15/2/2022 16:12:8] 
[15/2/2022 16:12:10] 
[15/2/2022 16:12:25] 
[15/2/2022 16:12:29] 
[15/2/2022 16:12:31] 
[15/2/2022 16:12:33] 
[15/2/2022 16:12:35] 
[15/2/2022 16:12:37] 
[15/2/2022 16:12:39] 
[15/2/2022 16:12:44] 
[15/2/2022 16:12:48] 
[15/2/2022 16:12:50] 
[15/2/2022 16:12:52] 
[15/2/2022 16:13:12] 
[15/2/2022 16:13:14] 
[15/2/2022 16:13:21] 
[15/2/2022 16:13:23] 
[15/2/2022 16:13:25] 
[15/2/2022 16:13:27] 
[15/2/2022 16:13:30] 
[15/2/2022 16:13:32] 
[15/2/2022 16:13:41] 
[15/2/2022 16:13:44] 
[15/2/2022 16:13:46] 
[15/2/2022 16:13:48] 
[15/2/2022 16:13:50] 
[15/2/2022 16:13:53] 
[15/2/2022 16:13:55] 
[15/2/2022 16:13:57] 
[15/2/2022 16:13:59] 
[15/2/2022 16:14:1] 
[15/2/2022 16:14:19] 
[15/2/2022 16:30:46] 
[15/2/2022 16:30:48] 
[15/2/2022 16:30:50] 
[15/2/2022 16:32:19] 
[15/2/2022 16:32:21] 
[15/2/2022 16:32:23] 
[15/2/2022 16:32:25] 
[15/2/2022 16:32:27] 
[15/2/2022 16:32:29] 
[15/2/2022 16:32:31] 
[15/2/2022 16:32:33] 
[15/2/2022 16:32:35] 
[15/2/2022 16:32:37] 
[15/2/2022 16:33:1] 
[15/2/2022 16:33:23] 
[15/2/2022 16:33:46] 
[15/2/2022 16:35:4] 
[15/2/2022 16:35:6] 
[15/2/2022 16:35:9] 
[15/2/2022 16:40:11] 
[15/2/2022 16:40:13] 
[15/2/2022 16:40:16] 
[15/2/2022 16:40:29] 
[15/2/2022 16:40:31] 
[15/2/2022 16:40:34] 
[15/2/2022 16:40:39] 
[15/2/2022 16:40:42] 
[15/2/2022 16:40:46] 
[15/2/2022 16:40:52] 
[15/2/2022 16:41:34] 
