[3/6/2022 0:29:16] !emotespells
[3/6/2022 14:16:52] !emotespells on
[3/6/2022 14:31:40] !emotespells on
[3/6/2022 14:39:43] !emotespells on
[3/6/2022 14:48:58] !emotespells on
[3/6/2022 14:55:16] !emotespells on
[3/6/2022 15:3:58] !emotespells on
[3/6/2022 15:12:21] !emotespells on
[3/6/2022 15:17:44] !emotespells on
[3/6/2022 15:31:25] !emotespells on
[3/6/2022 15:36:52] !emotespells on
[3/6/2022 15:44:49] !emotespells on
[3/6/2022 15:53:59] !emotespells on
[3/6/2022 16:1:50] !emotespells on
[3/6/2022 16:10:26] !emotespells on
[3/6/2022 16:24:58] !emotespells on
[3/6/2022 16:32:47] !emotespells on
[3/6/2022 16:44:38] !emotespells on
[3/6/2022 17:0:41] !emotespells on
[3/6/2022 17:7:5] !emotespells on
[3/6/2022 17:12:31] !emotespells on
[3/6/2022 17:19:33] !emotespells on
[3/6/2022 17:28:10] !emotespells on
[3/6/2022 17:38:13] !emotespells on
[3/6/2022 17:44:27] !emotespells on
[3/6/2022 17:51:53] !emotespells on
[3/6/2022 18:1:0] !emotespells on
[3/6/2022 18:9:14] !emotespells on
[3/6/2022 18:15:42] !emotespells on
[3/6/2022 18:23:39] !emotespells on
[3/6/2022 18:34:0] !emotespells on
[3/6/2022 18:43:21] !emotespells on
[3/6/2022 18:50:29] !emotespells on
[3/6/2022 18:57:43] !emotespells on
[3/6/2022 19:6:44] !emotespells on
[3/6/2022 19:12:53] !emotespells on
[3/6/2022 19:22:8] !emotespells on
[3/6/2022 19:29:28] !emotespells on
[3/6/2022 19:38:15] !emotespells on
[3/6/2022 19:47:25] !emotespells on
[3/6/2022 19:53:52] !emotespells on
[3/6/2022 20:3:43] !emotespells on
[3/6/2022 20:10:26] !emotespells on
[3/6/2022 20:18:26] !emotespells on
[3/6/2022 20:26:1] !emotespells on
[3/6/2022 20:31:27] !emotespells on
[3/6/2022 20:39:30] !emotespells on
[3/6/2022 20:47:29] !emotespells on
[3/6/2022 21:0:15] !emotespells on
[3/6/2022 21:10:30] !emotespells on
[3/6/2022 21:17:43] !emotespells on
[3/6/2022 21:27:22] !emotespells on
[3/6/2022 21:27:29] !emotespells on
[3/6/2022 21:34:59] !emotespells on
[3/6/2022 21:42:45] !emotespells on
[3/6/2022 21:49:41] !emotespells on
[3/6/2022 21:56:43] !emotespells on
[3/6/2022 22:15:13] !emotespells on
[3/6/2022 22:22:15] !emotespells on
[3/6/2022 22:30:38] !emotespells on
[3/6/2022 22:37:28] !emotespells on
[3/6/2022 22:46:40] !emotespells on
[3/6/2022 22:55:31] !emotespells on
[3/6/2022 23:5:19] !emotespells on
[3/6/2022 23:13:37] !emotespells on
[3/6/2022 23:23:3] !emotespells on
[3/6/2022 23:30:17] !emotespells on
[3/6/2022 23:40:18] !emotespells on
[3/6/2022 23:46:14] !emotespells on
[3/6/2022 23:54:23] !emotespells on
[4/6/2022 0:4:1] !emotespells on
[4/6/2022 0:11:35] !emotespells on
[4/6/2022 0:19:49] !emotespells on
[4/6/2022 0:28:31] !emotespells on
[4/6/2022 0:37:13] !emotespells on
[4/6/2022 0:45:35] !emotespells on
[4/6/2022 0:53:43] !emotespells on
[4/6/2022 1:1:20] !emotespells on
[4/6/2022 1:9:1] !emotespells on
[4/6/2022 1:16:17] !emotespells on
[4/6/2022 1:24:50] !emotespells on
[4/6/2022 1:32:24] !emotespells on
[4/6/2022 1:42:57] !emotespells on
[4/6/2022 1:51:9] !emotespells on
[4/6/2022 1:58:19] !emotespells on
[4/6/2022 2:5:35] !emotespells on
[4/6/2022 2:13:28] !emotespells on
[4/6/2022 2:22:6] !emotespells on
[4/6/2022 2:29:50] !emotespells on
[4/6/2022 2:37:2] !emotespells on
[4/6/2022 2:41:46] !emotespells on
[4/6/2022 2:48:26] !emotespells on
[4/6/2022 2:55:36] !emotespells on
[4/6/2022 3:3:41] !emotespells on
[4/6/2022 3:12:58] !emotespells on
[4/6/2022 3:22:43] !emotespells on
[4/6/2022 3:28:0] !emotespells on
[4/6/2022 3:35:3] !emotespells on
[4/6/2022 3:41:29] !emotespells on
[4/6/2022 3:57:49] !emotespells on
[4/6/2022 4:2:50] !emotespells on
[4/6/2022 4:8:42] !emotespells on
[4/6/2022 4:15:37] !emotespells on
[4/6/2022 4:23:21] !emotespells on
[4/6/2022 4:33:10] !emotespells on
[4/6/2022 4:40:53] !emotespells on
[4/6/2022 4:50:4] !emotespells on
[4/6/2022 4:56:27] !emotespells on
[4/6/2022 5:6:27] !aol
[4/6/2022 5:6:45] !emotespells on
[4/6/2022 5:16:49] !emotespells on
[4/6/2022 5:23:48] !emotespells on
[4/6/2022 5:33:14] !emotespells on
[4/6/2022 5:40:40] !emotespells on
[4/6/2022 5:45:38] !emotespells on
[4/6/2022 5:53:7] !emotespells on
[4/6/2022 6:3:41] !emotespells on
[4/6/2022 6:12:5] !emotespells on
[4/6/2022 6:21:39] !emotespells on
[4/6/2022 6:31:15] !emotespells on
[4/6/2022 6:39:57] !emotespells on
[4/6/2022 6:47:57] !emotespells on
[4/6/2022 6:57:58] !emotespells on
[4/6/2022 7:6:11] !emotespells on
[4/6/2022 7:15:46] !emotespells on
[4/6/2022 7:23:36] !emotespells on
[4/6/2022 7:31:8] !emotespells on
[4/6/2022 7:39:51] !emotespells on
[4/6/2022 7:48:53] !emotespells on
[4/6/2022 7:57:45] !emotespells on
[4/6/2022 8:7:3] !emotespells on
[4/6/2022 8:15:14] !emotespells on
[4/6/2022 8:32:25] !emotespells on
[4/6/2022 8:44:34] !emotespells on
[4/6/2022 8:54:33] !emotespells on
[4/6/2022 9:3:35] !emotespells on
[4/6/2022 9:11:55] !emotespells on
[4/6/2022 9:21:3] !emotespells on
[4/6/2022 9:30:45] !emotespells on
[4/6/2022 9:47:48] !emotespells on
[4/6/2022 9:56:54] !emotespells on
[4/6/2022 10:6:28] !emotespells on
[4/6/2022 10:14:26] !emotespells on
[4/6/2022 10:22:37] !emotespells on
[4/6/2022 10:31:19] !emotespells on
[4/6/2022 10:40:15] !emotespells on
[4/6/2022 10:49:42] !emotespells on
[5/6/2022 8:29:38] !emotespells on
[5/6/2022 8:40:13] !emotespells on
[5/6/2022 8:49:1] !emotespells on
[5/6/2022 9:9:47] !emotespells on
[5/6/2022 9:21:38] !emotespells on
[5/6/2022 9:30:54] !emotespells on
[5/6/2022 9:41:30] !emotespells on
[5/6/2022 9:52:18] !emotespells on
[5/6/2022 10:2:24] !emotespells on
[5/6/2022 10:13:26] !emotespells on
[5/6/2022 10:24:59] !emotespells on
[5/6/2022 10:34:52] !emotespells on
[5/6/2022 10:45:41] !emotespells on
[5/6/2022 10:56:23] !emotespells on
[5/6/2022 11:5:45] !emotespells on
[5/6/2022 11:16:15] !emotespells on
[5/6/2022 11:27:28] !emotespells on
[5/6/2022 11:36:0] !emotespells on
[5/6/2022 11:46:35] !emotespells on
[5/6/2022 11:56:19] !emotespells on
[5/6/2022 12:7:35] !emotespells on
[5/6/2022 12:16:49] !emotespells on
[5/6/2022 12:26:16] !emotespells on
[5/6/2022 12:35:53] !emotespells on
[5/6/2022 12:45:36] !emotespells on
[5/6/2022 13:6:22] !emotespells on
[5/6/2022 13:16:46] !emotespells on
[5/6/2022 13:27:42] !emotespells on
[5/6/2022 13:38:24] !emotespells on
[5/6/2022 13:48:57] !emotespells on
[5/6/2022 13:58:54] !emotespells on
[5/6/2022 14:8:48] !emotespells on
[5/6/2022 14:19:33] !emotespells on
[5/6/2022 14:29:37] !emotespells on
[5/6/2022 14:39:41] !emotespells on
[5/6/2022 14:50:12] !emotespells on
[5/6/2022 15:0:47] !emotespells on
[5/6/2022 15:10:52] !emotespells on
[5/6/2022 15:20:21] !emotespells on
[5/6/2022 15:31:37] !emotespells on
[5/6/2022 15:52:20] !emotespells on
[5/6/2022 16:3:17] !emotespells on
[5/6/2022 16:13:6] !emotespells on
[5/6/2022 16:23:23] !emotespells on
[5/6/2022 16:32:43] !emotespells on
[5/6/2022 16:33:17] !emotespells on
[5/6/2022 16:41:47] !emotespells on
[5/6/2022 17:0:36] !emotespells on
[5/6/2022 17:10:27] !emotespells on
[5/6/2022 17:18:3] !emotespells on
[5/6/2022 17:27:56] !emotespells on
[5/6/2022 17:37:57] !emotespells on
[5/6/2022 17:47:8] !emotespells on
[5/6/2022 17:57:2] !emotespells on
[5/6/2022 18:8:16] !emotespells on
[5/6/2022 18:13:3] !emotespells on
[5/6/2022 18:22:26] !emotespells on
[5/6/2022 18:31:26] !emotespells on
[5/6/2022 18:41:39] !emotespells on
[5/6/2022 18:51:46] !emotespells on
[5/6/2022 18:59:43] !emotespells on
[5/6/2022 19:9:59] !emotespells on
[5/6/2022 19:19:44] !emotespells on
[5/6/2022 19:31:13] !emotespells on
[5/6/2022 19:48:32] !emotespells on
[5/6/2022 19:57:48] !emotespells on
[5/6/2022 20:0:6] !aol
[5/6/2022 20:0:27] !emotespells on
[5/6/2022 20:1:10] !emotespells on
[5/6/2022 20:15:5] !aol
[5/6/2022 20:16:56] !emotespells on
[5/6/2022 20:31:50] !emotespells on
[5/6/2022 20:42:23] !emotespells on
[5/6/2022 20:59:21] !emotespells on
[5/6/2022 21:9:33] !emotespells on
[5/6/2022 21:19:11] !emotespells on
[5/6/2022 21:29:33] !emotespells on
[5/6/2022 21:42:57] !emotespells on
[5/6/2022 21:52:12] !emotespells on
[5/6/2022 22:1:29] !emotespells on
[5/6/2022 22:9:24] !emotespells on
[5/6/2022 22:17:19] !emotespells on
[5/6/2022 22:24:28] !emotespells on
[5/6/2022 22:39:39] !emotespells on
[5/6/2022 22:48:27] !emotespells on
[5/6/2022 22:55:33] !emotespells on
[5/6/2022 23:12:12] !emotespells on
[5/6/2022 23:30:15] !emotespells on
[5/6/2022 23:36:40] !emotespells on
[5/6/2022 23:44:44] !emotespells on
[5/6/2022 23:50:49] !emotespells on
[5/6/2022 23:57:43] !emotespells on
[6/6/2022 0:6:10] !emotespells on
[6/6/2022 0:14:34] !emotespells on
[6/6/2022 0:21:55] !emotespells on
[6/6/2022 0:30:9] !emotespells on
[6/6/2022 0:33:40] !emotespells on
[6/6/2022 0:39:14] !emotespells on
[6/6/2022 0:48:31] !emotespells on
[6/6/2022 0:54:29] !emotespells on
[6/6/2022 1:4:40] !emotespells on
[6/6/2022 1:12:10] !emotespells on
[6/6/2022 1:19:38] !emotespells on
[6/6/2022 1:27:58] !emotespells on
[6/6/2022 1:35:40] !emotespells on
[6/6/2022 1:45:2] !emotespells on
[6/6/2022 1:53:10] !emotespells on
[6/6/2022 2:3:5] !emotespells on
[6/6/2022 2:11:23] !emotespells on
[6/6/2022 2:19:47] !emotespells on
[6/6/2022 2:27:47] !emotespells on
[6/6/2022 2:35:50] !emotespells on
[6/6/2022 2:41:25] !emotespells on
[6/6/2022 2:48:19] !emotespells on
[6/6/2022 2:56:26] !emotespells on
[6/6/2022 3:13:9] !emotespells on
[6/6/2022 3:21:53] !emotespells on
[6/6/2022 3:28:27] !emotespells on
[6/6/2022 3:35:58] !emotespells on
[6/6/2022 3:44:20] !emotespells on
[6/6/2022 3:53:16] !emotespells on
[6/6/2022 4:2:32] !emotespells on
[6/6/2022 4:21:22] !emotespells on
[6/6/2022 4:34:3] !emotespells on
[6/6/2022 4:43:14] !emotespells on
[6/6/2022 4:55:27] !emotespells on
[6/6/2022 5:10:27] !emotespells on
[6/6/2022 5:20:48] !emotespells on
[6/6/2022 5:30:59] !emotespells on
[6/6/2022 5:40:43] !emotespells on
[6/6/2022 5:51:7] !emotespells on
[6/6/2022 6:9:27] !emotespells on
[6/6/2022 6:18:39] !emotespells on
[6/6/2022 6:29:12] !emotespells on
[6/6/2022 6:39:3] !emotespells on
[6/6/2022 6:49:18] !emotespells on
[6/6/2022 6:58:45] !emotespells on
[6/6/2022 7:8:1] !emotespells on
[6/6/2022 7:16:56] !emotespells on
[6/6/2022 7:31:53] !emotespells on
[6/6/2022 7:40:41] !emotespells on
[6/6/2022 7:55:45] !emotespells on
[6/6/2022 8:5:17] !emotespells on
[6/6/2022 8:15:53] !emotespells on
[6/6/2022 8:27:52] !emotespells on
[6/6/2022 8:36:52] !emotespells on
[6/6/2022 8:48:7] !emotespells on
[6/6/2022 8:57:26] !emotespells on
[6/6/2022 9:6:57] !emotespells on
[6/6/2022 9:21:9] !emotespells on
[6/6/2022 9:33:26] !emotespells on
[6/6/2022 9:44:45] !emotespells on
[6/6/2022 9:53:24] !emotespells on
[6/6/2022 10:4:11] !emotespells on
[6/6/2022 10:12:52] !emotespells on
[6/6/2022 10:22:33] !emotespells on
[6/6/2022 10:33:42] !emotespells on
[6/6/2022 10:40:26] !emotespells on
[6/6/2022 10:50:50] !emotespells on
[6/6/2022 11:3:24] !emotespells on
[6/6/2022 11:12:45] !emotespells on
[6/6/2022 11:24:35] !emotespells on
[6/6/2022 11:41:8] !emotespells on
[6/6/2022 11:53:36] !emotespells on
[6/6/2022 12:2:54] !emotespells on
[6/6/2022 12:18:45] !emotespells on
[6/6/2022 12:26:10] !emotespells on
[6/6/2022 12:32:31] !emotespells on
[6/6/2022 12:39:16] !emotespells on
[6/6/2022 12:49:27] !emotespells on
[6/6/2022 13:2:44] !emotespells on
[6/6/2022 13:11:17] !emotespells on
[6/6/2022 13:19:52] !emotespells on
[6/6/2022 13:29:6] !emotespells on
[6/6/2022 13:38:59] !emotespells on
[6/6/2022 13:47:0] !emotespells on
[6/6/2022 14:2:7] !emotespells on
[6/6/2022 14:13:10] !emotespells on
[6/6/2022 14:28:11] !emotespells on
[6/6/2022 14:37:11] !emotespells on
[6/6/2022 14:45:9] !emotespells on
[6/6/2022 14:52:53] !emotespells on
[6/6/2022 15:1:44] !emotespells on
[6/6/2022 15:15:41] !emotespells on
[6/6/2022 15:25:18] !emotespells on
[6/6/2022 15:33:39] !emotespells on
[6/6/2022 15:42:32] !emotespells on
[6/6/2022 15:58:24] !emotespells on
[6/6/2022 16:7:15] !emotespells on
[6/6/2022 16:17:25] !emotespells on
[6/6/2022 16:27:12] !emotespells on
[6/6/2022 16:32:59] !emotespells on
[6/6/2022 16:46:45] !emotespells on
[6/6/2022 16:54:59] !emotespells on
[6/6/2022 17:2:27] !emotespells on
[6/6/2022 17:36:18] !emotespells on
[6/6/2022 17:47:1] !emotespells on
[6/6/2022 18:4:24] !emotespells on
[6/6/2022 18:15:29] !emotespells on
[6/6/2022 18:24:56] !emotespells on
[6/6/2022 18:34:19] !emotespells on
[6/6/2022 18:44:34] !emotespells on
[6/6/2022 18:53:23] !emotespells on
[6/6/2022 19:1:15] !emotespells on
[6/6/2022 19:9:20] !emotespells on
[6/6/2022 19:16:39] !emotespells on
[6/6/2022 19:24:22] !emotespells on
[6/6/2022 19:31:16] !emotespells on
[6/6/2022 19:37:41] !emotespells on
[6/6/2022 19:45:12] !emotespells on
[6/6/2022 19:52:2] !emotespells on
[6/6/2022 19:59:35] !emotespells on
[6/6/2022 20:8:28] !emotespells on
[6/6/2022 20:16:8] !emotespells on
[6/6/2022 20:24:42] !emotespells on
[6/6/2022 20:31:27] !emotespells on
[6/6/2022 20:39:38] !emotespells on
[6/6/2022 20:53:35] !emotespells on
[6/6/2022 21:1:59] !emotespells on
[6/6/2022 21:8:22] !emotespells on
[6/6/2022 21:15:16] !emotespells on
[6/6/2022 21:21:10] !emotespells on
[6/6/2022 21:29:53] !emotespells on
[6/6/2022 21:35:40] !emotespells on
[6/6/2022 21:46:55] !emotespells on
[6/6/2022 21:56:14] !emotespells on
[6/6/2022 22:14:50] !emotespells on
[6/6/2022 22:24:9] !emotespells on
[6/6/2022 22:31:22] !emotespells on
[6/6/2022 22:38:52] !emotespells on
[6/6/2022 22:46:43] !emotespells on
[6/6/2022 22:56:13] !emotespells on
[6/6/2022 23:2:42] !emotespells on
[6/6/2022 23:17:47] !emotespells on
[6/6/2022 23:24:52] !emotespells on
[6/6/2022 23:32:48] !emotespells on
[6/6/2022 23:48:18] !emotespells on
[6/6/2022 23:56:22] !emotespells on
[7/6/2022 0:2:0] !emotespells on
[7/6/2022 0:9:13] !emotespells on
[7/6/2022 0:15:43] !emotespells on
[7/6/2022 0:19:56] !emotespells on
[7/6/2022 0:28:42] !emotespells on
[7/6/2022 0:38:4] !emotespells on
[7/6/2022 0:46:47] !emotespells on
[7/6/2022 0:56:51] !emotespells on
[7/6/2022 1:4:58] !emotespells on
[7/6/2022 1:11:6] !emotespells on
[7/6/2022 1:18:44] !emotespells on
[7/6/2022 1:40:35] !emotespells on
[7/6/2022 1:50:41] !emotespells on
[7/6/2022 2:1:20] !emotespells on
[7/6/2022 2:11:2] !emotespells on
[7/6/2022 2:19:40] !emotespells on
[7/6/2022 2:27:14] !emotespells on
[7/6/2022 2:32:49] !emotespells on
[7/6/2022 2:43:11] !emotespells on
[7/6/2022 2:52:27] !emotespells on
[7/6/2022 2:59:49] !emotespells on
[7/6/2022 3:9:22] !emotespells on
[7/6/2022 3:22:3] !emotespells on
[7/6/2022 3:31:34] !emotespells on
[7/6/2022 3:42:38] !emotespells on
[7/6/2022 3:53:34] !emotespells on
[7/6/2022 4:22:2] !emotespells on
[7/6/2022 4:27:48] !emotespells on
[7/6/2022 4:30:46] !emotespells on
[7/6/2022 4:39:34] !emotespells on
[7/6/2022 4:49:52] !emotespells on
[7/6/2022 5:14:24] !aol
[7/6/2022 5:14:33] !emotespells on
[7/6/2022 5:25:0] !emotespells on
[7/6/2022 5:32:52] !emotespells on
[7/6/2022 5:41:37] !emotespells on
[7/6/2022 5:51:5] !emotespells on
[7/6/2022 6:0:16] !emotespells on
[7/6/2022 6:15:5] !emotespells on
[7/6/2022 6:23:10] !emotespells on
[7/6/2022 6:32:40] !emotespells on
[7/6/2022 6:39:0] !emotespells on
[7/6/2022 6:51:33] !emotespells on
[7/6/2022 7:0:27] !emotespells on
[7/6/2022 7:7:39] !emotespells on
[7/6/2022 7:13:52] !emotespells on
[7/6/2022 7:22:34] !emotespells on
[7/6/2022 7:33:32] !emotespells on
[7/6/2022 7:42:6] !emotespells on
[7/6/2022 7:50:18] !emotespells on
[7/6/2022 7:58:42] !emotespells on
[7/6/2022 8:10:13] !emotespells on
[7/6/2022 8:18:16] !emotespells on
[7/6/2022 8:26:13] !emotespells on
[7/6/2022 8:35:52] !emotespells on
[7/6/2022 8:43:50] !emotespells on
[7/6/2022 8:53:37] !emotespells on
[7/6/2022 9:1:51] !emotespells on
[7/6/2022 9:9:21] !emotespells on
[7/6/2022 9:17:39] !emotespells on
[7/6/2022 9:26:25] !emotespells on
[7/6/2022 9:37:19] !emotespells on
[7/6/2022 9:47:43] !emotespells on
[7/6/2022 9:58:1] !emotespells on
[7/6/2022 10:14:50] !emotespells on
[7/6/2022 10:21:53] !emotespells on
[7/6/2022 10:30:7] !emotespells on
[7/6/2022 10:39:3] !emotespells on
[7/6/2022 11:3:44] !emotespells on
[7/6/2022 11:10:56] !emotespells on
[7/6/2022 11:24:30] !emotespells on
[7/6/2022 11:53:6] !emotespells on
[7/6/2022 11:58:9] !emotespells on
[7/6/2022 12:6:24] !emotespells on
[7/6/2022 12:14:4] !emotespells on
[7/6/2022 12:20:25] !emotespells on
[7/6/2022 12:25:35] !emotespells on
[7/6/2022 12:33:14] !emotespells on
[7/6/2022 12:40:39] !emotespells on
[7/6/2022 12:44:20] !emotespells on
[8/6/2022 10:58:14] !emotespells on
[8/6/2022 11:9:0] !emotespells on
[8/6/2022 11:17:49] !emotespells on
[8/6/2022 11:27:18] !emotespells on
[8/6/2022 11:35:29] !emotespells on
[8/6/2022 11:46:28] !emotespells on
[8/6/2022 11:56:13] !emotespells on
[8/6/2022 12:5:32] !emotespells on
[8/6/2022 12:15:9] !emotespells on
[8/6/2022 12:23:16] !emotespells on
[8/6/2022 12:39:10] !emotespells on
[8/6/2022 12:47:20] !emotespells on
[8/6/2022 12:56:37] !emotespells on
[8/6/2022 13:5:46] !emotespells on
[8/6/2022 13:13:47] !emotespells on
[8/6/2022 13:22:40] !emotespells on
[8/6/2022 13:37:13] !emotespells on
[8/6/2022 13:46:9] !emotespells on
[8/6/2022 13:55:2] !emotespells on
[8/6/2022 14:16:57] !emotespells on
[8/6/2022 14:29:22] !emotespells on
[8/6/2022 14:38:10] !emotespells on
[8/6/2022 15:13:38] !emotespells on
[8/6/2022 15:29:57] !emotespells on
[8/6/2022 15:47:15] !emotespells on
[8/6/2022 15:58:49] !emotespells on
[8/6/2022 16:24:36] !emotespells on
[8/6/2022 16:33:39] !emotespells on
[8/6/2022 16:44:28] !emotespells on
[8/6/2022 16:53:2] !emotespells on
[8/6/2022 17:2:37] !emotespells on
[8/6/2022 17:30:27] !emotespells on
[8/6/2022 17:44:48] !emotespells on
[8/6/2022 17:52:50] !emotespells on
[8/6/2022 18:2:20] !emotespells on
[8/6/2022 18:19:26] !emotespells on
[8/6/2022 18:28:15] !emotespells on
[8/6/2022 18:37:7] !emotespells on
[8/6/2022 18:45:52] !emotespells on
[8/6/2022 18:56:58] !emotespells on
[8/6/2022 19:11:18] !emotespells on
[8/6/2022 19:18:53] !emotespells on
[8/6/2022 19:29:9] !emotespells on
[8/6/2022 19:36:7] !emotespells on
[8/6/2022 19:42:59] !emotespells on
[8/6/2022 19:49:45] !emotespells on
[8/6/2022 19:58:47] !emotespells on
[8/6/2022 20:8:39] !emotespells on
[8/6/2022 20:18:7] !emotespells on
[8/6/2022 20:25:9] !emotespells on
[8/6/2022 20:26:13] !emotespells on
[8/6/2022 20:26:44] !emotespells on
[8/6/2022 20:27:16] !emotespells on
[8/6/2022 20:27:47] !emotespells on
[8/6/2022 20:28:19] !emotespells on
[8/6/2022 20:28:50] !emotespells on
[8/6/2022 20:29:21] !emotespells on
[8/6/2022 20:29:52] !emotespells on
[8/6/2022 20:30:23] !emotespells on
[8/6/2022 20:30:55] !emotespells on
[8/6/2022 20:31:26] !emotespells on
[8/6/2022 20:31:58] !emotespells on
[8/6/2022 20:32:29] !emotespells on
[8/6/2022 20:33:0] !emotespells on
[8/6/2022 20:33:32] !emotespells on
[8/6/2022 20:34:3] !emotespells on
[8/6/2022 20:34:34] !emotespells on
[8/6/2022 20:35:37] !emotespells on
[8/6/2022 20:36:8] !emotespells on
[8/6/2022 20:36:39] !emotespells on
[8/6/2022 20:37:11] !emotespells on
[8/6/2022 20:37:42] !emotespells on
[8/6/2022 20:38:13] !emotespells on
[8/6/2022 20:38:45] !emotespells on
[8/6/2022 20:39:16] !emotespells on
[8/6/2022 20:39:47] !emotespells on
[8/6/2022 20:40:19] !emotespells on
[8/6/2022 20:40:50] !emotespells on
[8/6/2022 20:41:21] !emotespells on
[8/6/2022 20:41:52] !emotespells on
[8/6/2022 20:42:24] !emotespells on
[8/6/2022 20:42:55] !emotespells on
[8/6/2022 20:43:26] !emotespells on
[8/6/2022 20:43:57] !emotespells on
[8/6/2022 20:44:29] !emotespells on
[8/6/2022 20:45:0] !emotespells on
[8/6/2022 20:45:33] !emotespells on
[8/6/2022 20:46:6] !emotespells on
[8/6/2022 20:46:40] !emotespells on
[8/6/2022 20:47:13] !emotespells on
[8/6/2022 20:47:46] !emotespells on
[8/6/2022 20:48:19] !emotespells on
[8/6/2022 20:48:53] !emotespells on
[8/6/2022 20:49:26] !emotespells on
[8/6/2022 21:2:43] !aol
[8/6/2022 21:7:50] !emotespells on
[8/6/2022 21:11:0] !emotespells on
[8/6/2022 21:18:48] !emotespells on
[8/6/2022 21:26:29] !emotespells on
[8/6/2022 21:36:16] !emotespells on
[8/6/2022 21:47:28] !emotespells on
[8/6/2022 21:56:41] !emotespells on
[8/6/2022 22:7:0] !emotespells on
[8/6/2022 22:14:57] !emotespells on
[8/6/2022 22:24:10] !emotespells on
[8/6/2022 22:31:46] !emotespells on
[8/6/2022 22:39:12] !emotespells on
[8/6/2022 22:54:5] !emotespells on
[8/6/2022 23:3:19] !emotespells on
[8/6/2022 23:14:16] !emotespells on
[8/6/2022 23:23:17] !emotespells on
[8/6/2022 23:31:57] !emotespells on
[8/6/2022 23:39:34] !emotespells on
[8/6/2022 23:46:15] !emotespells on
[8/6/2022 23:57:11] !emotespells on
[9/6/2022 0:5:42] !emotespells on
