[3/6/2022 17:12:26] !emotespells
[4/6/2022 10:51:15] !emotespells on
[4/6/2022 11:1:0] !emotespells on
[4/6/2022 11:15:16] !emotespells on
[4/6/2022 11:24:42] !emotespells on
[4/6/2022 11:34:48] !emotespells on
[4/6/2022 11:45:26] !emotespells on
[4/6/2022 11:54:36] !emotespells on
[4/6/2022 12:4:20] !emotespells on
[4/6/2022 12:16:32] !emotespells on
[4/6/2022 12:26:37] !emotespells on
[4/6/2022 12:35:54] !emotespells on
[4/6/2022 12:53:44] !emotespells on
[4/6/2022 13:11:34] !emotespells on
[4/6/2022 13:20:57] !emotespells on
[4/6/2022 13:34:12] !emotespells on
[4/6/2022 13:44:10] !emotespells on
[4/6/2022 13:55:1] !emotespells on
[4/6/2022 14:1:23] !emotespells on
[4/6/2022 14:12:20] !emotespells on
[4/6/2022 14:22:48] !emotespells on
[4/6/2022 14:33:12] !emotespells on
[4/6/2022 14:44:54] !emotespells on
[4/6/2022 14:56:13] !emotespells on
[4/6/2022 15:7:14] !emotespells on
[4/6/2022 15:21:14] !emotespells on
[4/6/2022 15:37:38] !emotespells on
[4/6/2022 15:59:39] !emotespells on
[4/6/2022 16:13:0] !emotespells on
[4/6/2022 16:22:31] !emotespells on
[4/6/2022 16:33:59] !emotespells on
[4/6/2022 16:45:46] !emotespells on
[4/6/2022 16:55:34] !emotespells on
[4/6/2022 17:4:11] !emotespells on
[4/6/2022 17:12:13] !emotespells on
[4/6/2022 17:21:46] !emotespells on
[4/6/2022 17:32:45] !emotespells on
[4/6/2022 17:42:22] !emotespells on
[4/6/2022 17:51:20] !emotespells on
[4/6/2022 18:0:2] !emotespells on
[4/6/2022 18:10:4] !emotespells on
[4/6/2022 18:20:4] !emotespells on
[4/6/2022 18:31:0] !emotespells on
[4/6/2022 18:43:30] !emotespells on
[4/6/2022 18:54:59] !emotespells on
[4/6/2022 19:5:10] !emotespells on
[4/6/2022 19:15:46] !emotespells on
[4/6/2022 19:25:41] !emotespells on
[4/6/2022 19:34:32] !emotespells on
[4/6/2022 19:42:51] !emotespells on
[4/6/2022 19:52:16] !emotespells on
[4/6/2022 20:8:36] !emotespells on
[4/6/2022 20:18:59] !emotespells on
[4/6/2022 20:28:9] !emotespells on
[4/6/2022 20:48:43] !emotespells on
[4/6/2022 21:1:16] !emotespells on
[4/6/2022 21:12:57] !emotespells on
[4/6/2022 21:24:53] !emotespells on
[5/6/2022 5:2:24] !emotespells on
[5/6/2022 5:13:37] !emotespells on
[5/6/2022 5:22:42] !emotespells on
[5/6/2022 5:33:42] !emotespells on
[5/6/2022 5:43:20] !emotespells on
[5/6/2022 5:54:7] !emotespells on
[5/6/2022 6:6:50] !emotespells on
[5/6/2022 6:19:26] !emotespells on
[5/6/2022 6:31:21] !emotespells on
[5/6/2022 9:9:11] !emotespells on
[5/6/2022 9:21:41] !emotespells on
[5/6/2022 9:33:11] !emotespells on
[5/6/2022 9:46:3] !emotespells on
[5/6/2022 9:59:47] !emotespells on
[5/6/2022 10:13:48] !emotespells on
[5/6/2022 10:25:4] !emotespells on
[5/6/2022 10:37:4] !emotespells on
[5/6/2022 10:56:34] !emotespells on
[5/6/2022 11:22:12] !emotespells on
[5/6/2022 11:37:30] !emotespells on
[5/6/2022 11:46:33] !emotespells on
[5/6/2022 11:53:23] !emotespells on
[5/6/2022 11:56:45] !emotespells on
[5/6/2022 12:0:57] !emotespells on
[5/6/2022 12:7:25] !emotespells on
[5/6/2022 12:12:3] !emotespells on
[5/6/2022 12:19:8] !emotespells on
[5/6/2022 12:29:32] !emotespells on
[5/6/2022 12:38:16] !emotespells on
[5/6/2022 12:49:39] !emotespells on
[5/6/2022 12:58:56] !emotespells on
[5/6/2022 13:8:15] !emotespells on
[5/6/2022 13:14:15] !emotespells on
[5/6/2022 13:21:13] !emotespells on
[5/6/2022 13:31:38] !emotespells on
[5/6/2022 13:59:37] !emotespells on
[5/6/2022 14:8:36] !emotespells on
[5/6/2022 14:18:24] !emotespells on
[5/6/2022 14:27:58] !emotespells on
[5/6/2022 14:37:5] !emotespells on
[5/6/2022 14:47:15] !emotespells on
[5/6/2022 14:56:49] !emotespells on
[5/6/2022 15:0:50] !emotespells on
[5/6/2022 15:6:41] !emotespells on
[5/6/2022 15:15:24] !emotespells on
[5/6/2022 15:24:55] !emotespells on
[5/6/2022 15:31:58] !emotespells on
[5/6/2022 15:40:41] !emotespells on
[5/6/2022 15:52:6] !emotespells on
[5/6/2022 15:52:39] !emotespells on
[5/6/2022 16:1:31] !emotespells on
[5/6/2022 16:10:20] !emotespells on
[5/6/2022 16:19:29] !emotespells on
[5/6/2022 16:29:35] !emotespells on
[5/6/2022 16:37:58] !emotespells on
[5/6/2022 16:47:24] !emotespells on
[5/6/2022 16:55:43] !emotespells on
[5/6/2022 17:5:36] !emotespells on
[5/6/2022 17:16:38] !emotespells on
[5/6/2022 17:21:24] !emotespells on
[5/6/2022 17:27:59] !emotespells on
[5/6/2022 17:40:38] !emotespells on
[5/6/2022 18:8:0] !emotespells on
[5/6/2022 18:35:48] !emotespells on
[5/6/2022 18:45:35] !emotespells on
[5/6/2022 18:54:44] !emotespells on
[5/6/2022 19:5:56] !emotespells on
[5/6/2022 19:15:33] !emotespells on
[5/6/2022 20:0:47] !aol
[5/6/2022 20:1:15] !emotespells on
[5/6/2022 23:48:27] !emotespells on
[5/6/2022 23:54:32] !emotespells on
[5/6/2022 23:58:4] !emotespells on
[6/6/2022 0:2:32] !emotespells on
[6/6/2022 0:6:5] !emotespells on
[6/6/2022 0:10:12] !emotespells on
[6/6/2022 0:14:45] !emotespells on
[6/6/2022 0:20:25] !emotespells on
[6/6/2022 0:24:32] !emotespells on
[6/6/2022 0:29:45] !emotespells on
[6/6/2022 0:33:30] !emotespells on
[6/6/2022 0:37:56] !emotespells on
[6/6/2022 0:41:57] !emotespells on
[6/6/2022 0:46:30] !emotespells on
[6/6/2022 0:54:19] !emotespells on
[6/6/2022 1:0:16] !emotespells on
[6/6/2022 1:0:46] !emotespells on
[6/6/2022 1:4:56] !emotespells on
[6/6/2022 1:8:42] !emotespells on
[6/6/2022 1:14:10] !emotespells on
[6/6/2022 1:18:18] !emotespells on
[6/6/2022 1:23:41] !emotespells on
[6/6/2022 1:28:15] !emotespells on
[6/6/2022 1:32:2] !emotespells on
[6/6/2022 1:36:47] !emotespells on
[6/6/2022 1:42:39] !emotespells on
[6/6/2022 1:47:11] !emotespells on
[6/6/2022 1:51:28] !emotespells on
[6/6/2022 1:55:1] !emotespells on
[6/6/2022 1:59:26] !emotespells on
[6/6/2022 2:3:55] !emotespells on
[6/6/2022 2:9:22] !emotespells on
[6/6/2022 2:17:3] !emotespells on
[6/6/2022 2:23:18] !emotespells on
[6/6/2022 2:29:34] !emotespells on
[6/6/2022 2:37:11] !emotespells on
[6/6/2022 2:42:13] !emotespells on
[6/6/2022 2:47:8] !emotespells on
[6/6/2022 2:50:59] !emotespells on
[6/6/2022 2:55:41] !emotespells on
[6/6/2022 3:0:39] !emotespells on
[6/6/2022 3:5:10] !emotespells on
[6/6/2022 3:10:20] !emotespells on
[6/6/2022 3:15:25] !emotespells on
[6/6/2022 3:22:31] !emotespells on
[6/6/2022 3:27:36] !emotespells on
[6/6/2022 3:32:44] !emotespells on
[6/6/2022 3:38:24] !emotespells on
[6/6/2022 3:42:35] !emotespells on
[6/6/2022 3:47:2] !emotespells on
[6/6/2022 3:52:9] !emotespells on
[6/6/2022 3:57:17] !emotespells on
[6/6/2022 4:6:45] !emotespells on
[6/6/2022 4:12:22] !emotespells on
[6/6/2022 4:17:20] !emotespells on
[6/6/2022 4:31:9] !emotespells on
[6/6/2022 4:35:13] !emotespells on
[6/6/2022 4:40:13] !emotespells on
[6/6/2022 4:45:16] !emotespells on
[6/6/2022 4:52:44] !emotespells on
[6/6/2022 4:58:1] !emotespells on
[6/6/2022 5:24:8] !emotespells on
[6/6/2022 5:32:8] !emotespells on
[6/6/2022 5:39:46] !emotespells on
[6/6/2022 5:44:18] !emotespells on
[6/6/2022 5:48:58] !emotespells on
[6/6/2022 5:52:35] !emotespells on
[6/6/2022 6:1:7] !emotespells on
[6/6/2022 6:8:52] !emotespells on
[6/6/2022 6:13:17] !emotespells on
[6/6/2022 6:21:17] !emotespells on
[6/6/2022 6:25:25] !emotespells on
[6/6/2022 6:29:56] !emotespells on
[6/6/2022 6:34:5] !emotespells on
[6/6/2022 6:38:54] !emotespells on
[6/6/2022 6:43:38] !emotespells on
[6/6/2022 6:49:22] !emotespells on
[6/6/2022 6:49:52] !emotespells on
[6/6/2022 6:55:22] !emotespells on
[6/6/2022 7:5:26] !emotespells on
[6/6/2022 7:9:20] !emotespells on
[6/6/2022 7:13:16] !emotespells on
[6/6/2022 7:17:5] !emotespells on
[6/6/2022 7:22:13] !emotespells on
[6/6/2022 7:27:30] !emotespells on
[6/6/2022 7:31:48] !emotespells on
[6/6/2022 7:36:30] !emotespells on
[6/6/2022 7:41:0] !emotespells on
[6/6/2022 7:44:53] !emotespells on
[6/6/2022 7:49:28] !emotespells on
[6/6/2022 7:54:4] !emotespells on
[6/6/2022 8:2:46] !emotespells on
[6/6/2022 8:7:44] !emotespells on
[6/6/2022 8:12:7] !emotespells on
[6/6/2022 8:16:35] !emotespells on
[6/6/2022 8:20:53] !emotespells on
[6/6/2022 8:25:38] !emotespells on
[6/6/2022 8:30:37] !emotespells on
[6/6/2022 8:35:58] !emotespells on
[6/6/2022 8:40:44] !emotespells on
[6/6/2022 8:45:33] !emotespells on
[6/6/2022 8:49:55] !emotespells on
[6/6/2022 8:58:14] !emotespells on
[6/6/2022 9:3:24] !emotespells on
[6/6/2022 9:8:35] !emotespells on
[6/6/2022 9:12:27] !emotespells on
[6/6/2022 9:16:21] !emotespells on
[6/6/2022 9:26:6] !emotespells on
[6/6/2022 9:36:49] !emotespells on
[6/6/2022 9:45:14] !emotespells on
[6/6/2022 9:51:33] !emotespells on
[6/6/2022 9:57:49] !emotespells on
[6/6/2022 10:2:50] !emotespells on
[6/6/2022 10:10:4] !emotespells on
[6/6/2022 10:17:34] !emotespells on
[6/6/2022 10:25:0] !emotespells on
[6/6/2022 10:31:52] !emotespells on
[6/6/2022 10:39:53] !emotespells on
[6/6/2022 10:46:28] !emotespells on
[6/6/2022 10:52:1] !emotespells on
[6/6/2022 10:59:0] !emotespells on
[6/6/2022 11:4:38] !emotespells on
[6/6/2022 11:9:51] !emotespells on
[6/6/2022 11:15:25] !emotespells on
[6/6/2022 11:21:22] !emotespells on
[6/6/2022 11:27:30] !emotespells on
[6/6/2022 11:34:50] !emotespells on
[6/6/2022 11:40:32] !emotespells on
[6/6/2022 11:47:18] !emotespells on
[6/6/2022 11:53:18] !emotespells on
[6/6/2022 11:59:48] !emotespells on
[6/6/2022 12:6:24] !emotespells on
[6/6/2022 12:14:48] !emotespells on
[6/6/2022 12:20:23] !emotespells on
[6/6/2022 12:24:47] !emotespells on
[6/6/2022 12:29:15] !emotespells on
[6/6/2022 12:33:51] !emotespells on
[6/6/2022 12:38:23] !emotespells on
[6/6/2022 12:43:33] !emotespells on
[6/6/2022 12:48:35] !emotespells on
[6/6/2022 12:54:13] !emotespells on
[6/6/2022 12:56:11] !emotespells on
[6/6/2022 12:58:28] !emotespells on
[6/6/2022 13:3:16] !emotespells on
[6/6/2022 13:8:40] !emotespells on
[6/6/2022 13:13:1] !emotespells on
[6/6/2022 13:18:8] !emotespells on
[6/6/2022 13:22:58] !emotespells on
[6/6/2022 13:31:50] !emotespells on
[6/6/2022 13:36:10] !emotespells on
[6/6/2022 13:40:6] !emotespells on
[6/6/2022 13:44:31] !emotespells on
[6/6/2022 13:48:55] !emotespells on
[6/6/2022 13:56:28] !emotespells on
[6/6/2022 14:0:15] !emotespells on
[6/6/2022 14:4:35] !emotespells on
[6/6/2022 14:9:28] !emotespells on
[6/6/2022 14:13:22] !emotespells on
[6/6/2022 14:17:41] !emotespells on
[6/6/2022 14:21:35] !emotespells on
[6/6/2022 14:25:55] !emotespells on
[6/6/2022 14:29:52] !emotespells on
[6/6/2022 14:34:15] !emotespells on
[6/6/2022 14:39:3] !emotespells on
[6/6/2022 14:45:11] !emotespells on
[6/6/2022 14:49:23] !emotespells on
[6/6/2022 14:53:45] !emotespells on
[6/6/2022 15:1:7] !emotespells on
[6/6/2022 15:2:48] !emotespells on
[6/6/2022 15:5:4] !emotespells on
[6/6/2022 15:10:10] !emotespells on
[6/6/2022 15:11:59] !emotespells on
[6/6/2022 15:14:31] !emotespells on
[6/6/2022 15:18:56] !emotespells on
[6/6/2022 15:22:54] !emotespells on
[6/6/2022 15:26:43] !emotespells on
[6/6/2022 15:30:30] !emotespells on
[6/6/2022 15:34:51] !emotespells on
[6/6/2022 15:39:8] !emotespells on
[6/6/2022 15:43:43] !emotespells on
[6/6/2022 15:48:8] !emotespells on
[6/6/2022 15:51:57] !emotespells on
[6/6/2022 15:56:28] !emotespells on
[6/6/2022 16:9:10] !emotespells on
[6/6/2022 16:17:23] !emotespells on
[6/6/2022 16:21:15] !emotespells on
[6/6/2022 16:25:23] !emotespells on
[6/6/2022 16:29:5] !emotespells on
[6/6/2022 16:37:54] !emotespells on
[6/6/2022 16:42:32] !emotespells on
[6/6/2022 16:46:37] !emotespells on
[6/6/2022 16:50:53] !emotespells on
[6/6/2022 16:55:13] !emotespells on
[6/6/2022 16:59:41] !emotespells on
[6/6/2022 17:3:45] !emotespells on
[6/6/2022 17:7:52] !emotespells on
[6/6/2022 17:12:4] !emotespells on
[6/6/2022 17:16:19] !emotespells on
[6/6/2022 17:20:32] !emotespells on
[6/6/2022 17:25:25] !emotespells on
[6/6/2022 17:32:8] !emotespells on
[6/6/2022 17:40:47] !emotespells on
[6/6/2022 17:44:21] !emotespells on
[6/6/2022 17:52:11] !emotespells on
[6/6/2022 17:56:57] !emotespells on
[6/6/2022 18:0:52] !emotespells on
[6/6/2022 18:5:33] !emotespells on
[6/6/2022 18:9:44] !emotespells on
[6/6/2022 18:14:23] !emotespells on
[6/6/2022 18:18:17] !emotespells on
[6/6/2022 18:22:44] !emotespells on
[6/6/2022 18:27:22] !emotespells on
[6/6/2022 18:31:5] !emotespells on
[6/6/2022 18:35:3] !emotespells on
[6/6/2022 18:39:37] !emotespells on
[6/6/2022 18:45:21] !emotespells on
[6/6/2022 18:48:22] !emotespells on
[6/6/2022 18:52:29] !emotespells on
[6/6/2022 18:56:47] !emotespells on
[6/6/2022 19:1:21] !emotespells on
[6/6/2022 19:5:34] !emotespells on
[6/6/2022 19:9:12] !emotespells on
[6/6/2022 19:13:45] !emotespells on
