[27/5/2022 20:52:42] !online
[29/5/2022 23:50:58] !emotespells on
[30/5/2022 0:43:31] !emotespells on
[30/5/2022 1:41:51] !emotespells on
[30/5/2022 2:32:8] !emotespells on
[31/5/2022 19:32:58] !emotespells
[31/5/2022 19:33:12] !emotespells on
[1/6/2022 0:49:14] !online
[1/6/2022 1:58:16] !online
[2/6/2022 5:7:42] !emotespells on
[2/6/2022 5:46:42] !emotespells on
[2/6/2022 5:49:27] !emotespells on
[2/6/2022 5:52:30] !emotespells on
[2/6/2022 6:1:27] !emotespells on
[2/6/2022 6:4:15] !emotespells on
[2/6/2022 6:7:21] !emotespells on
[2/6/2022 6:10:17] !emotespells on
[2/6/2022 6:13:11] !emotespells on
[2/6/2022 6:16:37] !emotespells on
[2/6/2022 6:20:53] !emotespells on
[2/6/2022 6:23:48] !emotespells on
[2/6/2022 6:26:38] !emotespells on
[2/6/2022 6:29:23] !emotespells on
[2/6/2022 6:32:30] !emotespells on
[2/6/2022 6:35:4] !emotespells on
[2/6/2022 6:38:2] !emotespells on
[2/6/2022 6:41:0] !emotespells on
[2/6/2022 6:44:18] !emotespells on
[2/6/2022 6:48:27] !emotespells on
[2/6/2022 6:51:20] !emotespells on
[2/6/2022 6:54:11] !emotespells on
[2/6/2022 6:56:58] !emotespells on
[2/6/2022 6:59:58] !emotespells on
[2/6/2022 7:2:51] !emotespells on
[2/6/2022 7:5:27] !emotespells on
[2/6/2022 7:8:24] !emotespells on
[2/6/2022 7:11:23] !emotespells on
[2/6/2022 7:14:30] !emotespells on
[2/6/2022 7:18:52] !emotespells on
[2/6/2022 7:21:30] !emotespells on
[2/6/2022 7:24:31] !emotespells on
[2/6/2022 7:27:12] !emotespells on
[2/6/2022 7:30:21] !emotespells on
[2/6/2022 7:33:15] !emotespells on
[2/6/2022 7:35:59] !emotespells on
[2/6/2022 7:39:11] !emotespells on
[2/6/2022 7:42:36] !emotespells on
[2/6/2022 7:46:56] !emotespells on
[2/6/2022 7:49:43] !emotespells on
[2/6/2022 7:52:37] !emotespells on
[2/6/2022 7:55:13] !emotespells on
[2/6/2022 7:58:10] !emotespells on
[2/6/2022 8:1:10] !emotespells on
[2/6/2022 5:6:9] !emotespells on
[2/6/2022 5:9:12] !emotespells on
[2/6/2022 5:12:25] !emotespells on
[2/6/2022 5:16:45] !emotespells on
[2/6/2022 5:19:31] !emotespells on
[2/6/2022 5:22:31] !emotespells on
[2/6/2022 5:25:30] !emotespells on
[2/6/2022 5:28:22] !emotespells on
[2/6/2022 5:31:21] !emotespells on
[2/6/2022 5:34:10] !emotespells on
[2/6/2022 5:37:6] !emotespells on
[2/6/2022 5:39:57] !emotespells on
[2/6/2022 5:43:33] !emotespells on
[2/6/2022 5:47:54] !emotespells on
[2/6/2022 5:50:38] !emotespells on
[2/6/2022 5:53:30] !emotespells on
[2/6/2022 5:56:25] !emotespells on
[2/6/2022 5:59:9] !emotespells on
[2/6/2022 6:2:1] !emotespells on
[2/6/2022 6:4:49] !emotespells on
[2/6/2022 6:7:39] !emotespells on
[2/6/2022 6:10:34] !emotespells on
[2/6/2022 6:13:57] !emotespells on
[2/6/2022 6:18:11] !emotespells on
[2/6/2022 6:20:55] !emotespells on
[2/6/2022 6:23:59] !emotespells on
[2/6/2022 6:26:41] !emotespells on
[2/6/2022 6:29:30] !emotespells on
[2/6/2022 6:32:9] !emotespells on
[2/6/2022 6:36:46] !emotespells on
[2/6/2022 6:38:8] !emotespells on
[2/6/2022 6:43:21] !emotespells on
[2/6/2022 6:46:19] !emotespells on
[2/6/2022 6:50:35] !emotespells on
[2/6/2022 6:53:18] !emotespells on
[2/6/2022 6:55:11] !emotespells on
[2/6/2022 6:56:51] !emotespells on
[2/6/2022 6:58:23] !emotespells on
[2/6/2022 6:59:50] !emotespells on
[2/6/2022 7:1:21] !emotespells on
[2/6/2022 7:4:8] !emotespells on
[2/6/2022 7:6:50] !emotespells on
[2/6/2022 7:9:46] !emotespells on
[2/6/2022 7:12:27] !emotespells on
[2/6/2022 7:15:33] !emotespells on
[2/6/2022 7:18:30] !emotespells on
[2/6/2022 7:21:58] !emotespells on
[2/6/2022 7:26:28] !emotespells on
[2/6/2022 7:29:28] !emotespells on
[2/6/2022 7:32:9] !emotespells on
[2/6/2022 7:34:59] !emotespells on
[2/6/2022 7:37:53] !emotespells on
[2/6/2022 7:40:46] !emotespells on
[2/6/2022 7:43:38] !emotespells on
[2/6/2022 7:46:29] !emotespells on
[2/6/2022 7:49:20] !emotespells on
[2/6/2022 7:52:48] !emotespells on
[2/6/2022 7:57:12] !emotespells on
[2/6/2022 7:59:53] !emotespells on
[2/6/2022 8:2:54] !emotespells on
[2/6/2022 8:5:42] !emotespells on
[2/6/2022 8:11:27] !emotespells on
[2/6/2022 8:14:7] !emotespells on
[2/6/2022 8:16:54] !emotespells on
[2/6/2022 8:19:46] !emotespells on
[2/6/2022 8:22:35] !emotespells on
[2/6/2022 8:25:55] !emotespells on
[2/6/2022 8:30:11] !emotespells on
[2/6/2022 8:33:1] !emotespells on
[2/6/2022 8:35:46] !emotespells on
[2/6/2022 8:38:40] !emotespells on
[2/6/2022 8:41:27] !emotespells on
[2/6/2022 8:44:29] !emotespells on
[2/6/2022 8:47:21] !emotespells on
[2/6/2022 8:50:13] !emotespells on
[2/6/2022 8:53:5] !emotespells on
[2/6/2022 9:0:50] !emotespells on
[2/6/2022 9:3:31] !emotespells on
[2/6/2022 9:6:34] !emotespells on
[2/6/2022 9:7:12] !emotespells on
[2/6/2022 9:7:35] !emotespells on
[2/6/2022 9:29:17] !emotespells on
[2/6/2022 9:31:59] !emotespells on
[2/6/2022 9:33:25] !emotespells on
[2/6/2022 9:34:49] !emotespells on
[2/6/2022 9:36:17] !emotespells on
[2/6/2022 9:37:44] !emotespells on
[2/6/2022 9:39:4] !emotespells on
[2/6/2022 9:40:46] !emotespells on
[2/6/2022 9:42:8] !emotespells on
[2/6/2022 9:43:50] !emotespells on
[2/6/2022 9:45:15] !emotespells on
[2/6/2022 9:46:47] !emotespells on
[2/6/2022 9:48:15] !emotespells on
[2/6/2022 9:50:3] !emotespells on
[2/6/2022 9:51:37] !emotespells on
[2/6/2022 9:52:58] !emotespells on
[2/6/2022 9:54:33] !emotespells on
[2/6/2022 9:56:18] !emotespells on
[2/6/2022 9:57:39] !emotespells on
[2/6/2022 9:59:16] !emotespells on
[2/6/2022 10:0:46] !emotespells on
[2/6/2022 10:2:23] !emotespells on
[2/6/2022 10:3:50] !emotespells on
[2/6/2022 10:5:39] !emotespells on
[2/6/2022 10:7:28] !emotespells on
[2/6/2022 10:9:11] !emotespells on
[2/6/2022 10:10:47] !emotespells on
[2/6/2022 10:12:27] !emotespells on
[2/6/2022 10:13:50] !emotespells on
[2/6/2022 10:15:17] !emotespells on
[2/6/2022 10:17:4] !emotespells on
[2/6/2022 10:18:56] !emotespells on
[2/6/2022 10:20:28] !emotespells on
[2/6/2022 10:22:12] !emotespells on
[2/6/2022 10:23:38] !emotespells on
[2/6/2022 10:25:13] !emotespells on
[2/6/2022 10:26:33] !emotespells on
[2/6/2022 10:28:3] !emotespells on
[2/6/2022 10:29:23] !emotespells on
[2/6/2022 10:31:5] !emotespells on
[2/6/2022 10:31:29] !emotespells on
[2/6/2022 10:34:55] !emotespells on
[2/6/2022 10:36:22] !emotespells on
[2/6/2022 10:37:53] !emotespells on
[2/6/2022 10:39:38] !emotespells on
[2/6/2022 10:40:58] !emotespells on
[2/6/2022 10:42:37] !emotespells on
[2/6/2022 10:44:14] !emotespells on
[2/6/2022 10:45:43] !emotespells on
[2/6/2022 10:47:44] !emotespells on
[2/6/2022 10:49:9] !emotespells on
[2/6/2022 10:50:53] !emotespells on
[2/6/2022 10:52:24] !emotespells on
[2/6/2022 10:53:44] !emotespells on
[2/6/2022 10:55:42] !emotespells on
[2/6/2022 10:57:21] !emotespells on
[2/6/2022 10:58:34] !emotespells on
[2/6/2022 11:1:56] !emotespells on
[2/6/2022 11:3:31] !emotespells on
[2/6/2022 11:5:9] !emotespells on
[2/6/2022 11:7:46] !emotespells on
[2/6/2022 11:9:18] !emotespells on
[2/6/2022 11:10:53] !emotespells on
[2/6/2022 11:12:26] !emotespells on
[2/6/2022 11:13:57] !emotespells on
[2/6/2022 11:15:21] !emotespells on
[2/6/2022 11:16:52] !emotespells on
[2/6/2022 11:18:26] !emotespells on
[2/6/2022 11:20:1] !emotespells on
[2/6/2022 11:21:32] !emotespells on
[2/6/2022 11:23:16] !emotespells on
[2/6/2022 11:25:30] !emotespells on
[2/6/2022 11:26:53] !emotespells on
[2/6/2022 11:29:34] !emotespells on
[2/6/2022 11:32:19] !emotespells on
[2/6/2022 11:35:32] !emotespells on
[2/6/2022 11:38:32] !emotespells on
[2/6/2022 11:40:8] !emotespells on
[2/6/2022 11:41:46] !emotespells on
[2/6/2022 11:43:20] !emotespells on
[2/6/2022 11:44:44] !emotespells on
[2/6/2022 11:46:42] !emotespells on
[2/6/2022 11:49:4] !emotespells on
[2/6/2022 11:51:6] !emotespells on
[2/6/2022 11:53:0] !emotespells on
[2/6/2022 11:54:47] !emotespells on
[2/6/2022 11:56:12] !emotespells on
[2/6/2022 11:57:39] !emotespells on
[2/6/2022 11:59:7] !emotespells on
[2/6/2022 12:0:48] !emotespells on
[2/6/2022 12:2:24] !emotespells on
[2/6/2022 12:4:1] !emotespells on
[2/6/2022 12:5:45] !emotespells on
[2/6/2022 12:7:17] !emotespells on
[2/6/2022 12:9:0] !emotespells on
[2/6/2022 12:11:26] !emotespells on
[2/6/2022 12:13:0] !emotespells on
[2/6/2022 12:14:34] !emotespells on
[2/6/2022 12:15:53] !emotespells on
[2/6/2022 12:17:50] !emotespells on
[2/6/2022 12:19:19] !emotespells on
[2/6/2022 12:21:13] !emotespells on
[2/6/2022 12:22:29] !emotespells on
[2/6/2022 12:24:16] !emotespells on
[2/6/2022 12:25:57] !emotespells on
[2/6/2022 12:27:31] !emotespells on
[2/6/2022 12:29:4] !emotespells on
[2/6/2022 12:30:47] !emotespells on
[2/6/2022 12:32:14] !emotespells on
[2/6/2022 12:33:28] !emotespells on
[2/6/2022 12:35:13] !emotespells on
[2/6/2022 12:36:45] !emotespells on
[2/6/2022 12:38:32] !emotespells on
[2/6/2022 12:39:45] !emotespells on
[2/6/2022 12:41:8] !emotespells on
[2/6/2022 12:42:34] !emotespells on
[2/6/2022 12:44:17] !emotespells on
[2/6/2022 12:46:2] !emotespells on
[2/6/2022 12:47:30] !emotespells on
[2/6/2022 12:49:23] !emotespells on
[2/6/2022 12:50:46] !emotespells on
[2/6/2022 12:52:44] !emotespells on
[2/6/2022 12:55:0] !emotespells on
[2/6/2022 12:58:17] !emotespells on
[2/6/2022 12:59:35] !emotespells on
[2/6/2022 13:1:15] !emotespells on
[2/6/2022 13:2:53] !emotespells on
[2/6/2022 13:4:24] !emotespells on
[2/6/2022 13:5:59] !emotespells on
[2/6/2022 13:7:25] !emotespells on
[2/6/2022 13:8:59] !emotespells on
[2/6/2022 13:10:39] !emotespells on
[2/6/2022 13:12:12] !emotespells on
[2/6/2022 13:14:3] !emotespells on
[2/6/2022 13:15:35] !emotespells on
[2/6/2022 13:17:24] !emotespells on
[2/6/2022 13:18:54] !emotespells on
[2/6/2022 13:20:52] !emotespells on
[2/6/2022 13:22:10] !emotespells on
[2/6/2022 13:23:50] !emotespells on
[2/6/2022 13:25:27] !emotespells on
[2/6/2022 13:27:20] !emotespells on
[2/6/2022 13:28:53] !emotespells on
[2/6/2022 13:30:40] !emotespells on
[2/6/2022 13:32:34] !emotespells on
[2/6/2022 13:34:45] !emotespells on
[2/6/2022 13:36:12] !emotespells on
[2/6/2022 13:38:40] !emotespells on
[2/6/2022 13:40:36] !emotespells on
[2/6/2022 13:43:53] !emotespells on
[2/6/2022 13:45:57] !emotespells on
[2/6/2022 13:48:52] !emotespells on
[2/6/2022 13:51:26] !emotespells on
[2/6/2022 13:57:29] !emotespells on
[2/6/2022 14:2:11] !emotespells on
[2/6/2022 14:5:7] !emotespells on
[2/6/2022 14:7:59] !emotespells on
[2/6/2022 14:10:29] !emotespells on
[2/6/2022 14:12:36] !emotespells on
[2/6/2022 14:13:59] !emotespells on
[2/6/2022 14:15:50] !emotespells on
[2/6/2022 14:17:23] !emotespells on
[2/6/2022 14:19:4] !emotespells on
[2/6/2022 14:20:33] !emotespells on
[2/6/2022 14:23:6] !emotespells on
[2/6/2022 14:25:48] !emotespells on
[2/6/2022 14:28:45] !emotespells on
[2/6/2022 14:31:37] !emotespells on
[2/6/2022 14:34:37] !emotespells on
[2/6/2022 14:36:2] !emotespells on
[2/6/2022 14:37:50] !emotespells on
[2/6/2022 14:39:17] !emotespells on
[2/6/2022 14:40:57] !emotespells on
[2/6/2022 14:42:29] !emotespells on
[2/6/2022 14:44:9] !emotespells on
[2/6/2022 14:45:34] !emotespells on
[2/6/2022 14:47:19] !emotespells on
[2/6/2022 14:48:53] !emotespells on
[2/6/2022 14:50:32] !emotespells on
[2/6/2022 14:52:6] !emotespells on
[2/6/2022 14:53:57] !emotespells on
[2/6/2022 14:55:36] !emotespells on
[2/6/2022 14:57:34] !emotespells on
[2/6/2022 14:59:27] !emotespells on
[2/6/2022 15:1:10] !emotespells on
[2/6/2022 15:2:54] !emotespells on
[2/6/2022 15:4:46] !emotespells on
[2/6/2022 15:6:15] !emotespells on
[2/6/2022 15:8:9] !emotespells on
[2/6/2022 15:9:45] !emotespells on
[2/6/2022 15:11:32] !emotespells on
[2/6/2022 15:13:3] !emotespells on
[2/6/2022 15:16:38] !emotespells on
[2/6/2022 15:18:33] !emotespells on
[2/6/2022 15:23:14] !emotespells on
[2/6/2022 15:24:40] !emotespells on
[2/6/2022 15:28:26] !emotespells on
[2/6/2022 15:30:17] !emotespells on
[2/6/2022 15:32:0] !emotespells on
[2/6/2022 15:35:26] !emotespells on
[2/6/2022 15:37:5] !emotespells on
[2/6/2022 15:38:58] !emotespells on
[2/6/2022 15:41:41] !emotespells on
[2/6/2022 15:43:21] !emotespells on
[2/6/2022 15:45:11] !emotespells on
[2/6/2022 15:46:55] !emotespells on
[2/6/2022 15:48:25] !emotespells on
[2/6/2022 15:50:5] !emotespells on
[2/6/2022 15:51:46] !emotespells on
[2/6/2022 15:53:42] !emotespells on
[2/6/2022 15:55:29] !emotespells on
[2/6/2022 16:23:14] !emotespells on
[2/6/2022 16:29:15] !emotespells on
[2/6/2022 16:38:52] !emotespells on
[2/6/2022 16:41:9] !emotespells on
[2/6/2022 16:41:46] !emotespells on
[2/6/2022 16:42:23] !emotespells on
[2/6/2022 16:43:0] !emotespells on
[2/6/2022 16:53:56] !emotespells on
[2/6/2022 17:2:44] !emotespells on
[2/6/2022 17:9:21] !emotespells on
[2/6/2022 17:10:49] !emotespells on
[2/6/2022 17:12:28] !emotespells on
[2/6/2022 17:14:38] !emotespells on
[2/6/2022 17:16:58] !emotespells on
[2/6/2022 17:18:48] !emotespells on
[2/6/2022 17:20:31] !emotespells on
[2/6/2022 17:22:0] !emotespells on
[2/6/2022 17:23:52] !emotespells on
[2/6/2022 17:25:28] !emotespells on
[2/6/2022 17:27:17] !emotespells on
[2/6/2022 17:29:12] !emotespells on
[2/6/2022 17:30:52] !emotespells on
[2/6/2022 17:32:51] !emotespells on
[2/6/2022 17:34:13] !emotespells on
[2/6/2022 17:36:1] !emotespells on
[2/6/2022 17:37:31] !emotespells on
[2/6/2022 17:39:9] !emotespells on
[2/6/2022 17:41:27] !emotespells on
[2/6/2022 17:43:20] !emotespells on
[2/6/2022 17:45:3] !emotespells on
[2/6/2022 17:49:34] !emotespells on
[2/6/2022 17:51:9] !emotespells on
[2/6/2022 17:54:36] !emotespells on
[2/6/2022 17:56:17] !emotespells on
[2/6/2022 17:57:32] !emotespells on
[2/6/2022 17:59:50] !emotespells on
[2/6/2022 18:1:56] !emotespells on
[2/6/2022 18:3:25] !emotespells on
[2/6/2022 18:5:30] !emotespells on
[2/6/2022 18:7:11] !emotespells on
[2/6/2022 18:8:47] !emotespells on
[2/6/2022 18:10:42] !emotespells on
[2/6/2022 18:12:27] !emotespells on
[2/6/2022 18:14:13] !emotespells on
[2/6/2022 18:15:57] !emotespells on
[2/6/2022 18:17:38] !emotespells on
[2/6/2022 18:19:57] !emotespells on
[2/6/2022 18:21:53] !emotespells on
[2/6/2022 18:23:33] !emotespells on
[2/6/2022 18:25:32] !emotespells on
[2/6/2022 18:27:5] !emotespells on
[2/6/2022 18:29:22] !emotespells on
[2/6/2022 18:31:8] !emotespells on
[2/6/2022 18:32:46] !emotespells on
[2/6/2022 18:34:36] !emotespells on
[2/6/2022 18:36:25] !emotespells on
[2/6/2022 18:38:8] !emotespells on
[2/6/2022 18:40:8] !emotespells on
[2/6/2022 18:41:42] !emotespells on
[2/6/2022 18:43:34] !emotespells on
[2/6/2022 18:45:54] !emotespells on
[2/6/2022 18:47:56] !emotespells on
[2/6/2022 18:50:17] !emotespells on
[2/6/2022 18:52:0] !emotespells on
[2/6/2022 18:54:0] !emotespells on
[2/6/2022 18:55:31] !emotespells on
[2/6/2022 18:57:19] !emotespells on
[2/6/2022 18:58:46] !emotespells on
[2/6/2022 19:0:26] !emotespells on
[2/6/2022 19:1:57] !emotespells on
[2/6/2022 19:4:41] !emotespells on
[2/6/2022 19:8:9] !emotespells on
[2/6/2022 19:9:23] !emotespells on
[2/6/2022 19:11:30] !emotespells on
[2/6/2022 19:12:54] !emotespells on
[2/6/2022 19:14:43] !emotespells on
[2/6/2022 19:16:27] !emotespells on
[2/6/2022 19:18:7] !emotespells on
[2/6/2022 19:19:53] !emotespells on
[2/6/2022 19:21:47] !emotespells on
[2/6/2022 19:23:59] !emotespells on
[2/6/2022 19:25:19] !emotespells on
[2/6/2022 19:27:12] !emotespells on
[2/6/2022 19:28:37] !emotespells on
[2/6/2022 19:30:18] !emotespells on
[2/6/2022 19:32:1] !emotespells on
[2/6/2022 19:33:37] !emotespells on
[2/6/2022 19:35:32] !emotespells on
[2/6/2022 19:36:55] !emotespells on
[2/6/2022 19:39:56] !emotespells on
[2/6/2022 19:41:36] !emotespells on
[2/6/2022 19:43:20] !emotespells on
[2/6/2022 19:45:1] !emotespells on
[2/6/2022 19:46:33] !emotespells on
[2/6/2022 19:48:19] !emotespells on
[2/6/2022 19:49:51] !emotespells on
[2/6/2022 19:51:52] !emotespells on
[2/6/2022 19:53:17] !emotespells on
[2/6/2022 19:54:59] !emotespells on
[2/6/2022 19:56:33] !emotespells on
[2/6/2022 19:58:18] !emotespells on
[2/6/2022 19:59:49] !emotespells on
[2/6/2022 20:15:9] !emotespells on
[2/6/2022 20:17:45] !emotespells on
[3/6/2022 19:28:28] !emotespells on
[3/6/2022 19:38:56] !frags
[3/6/2022 19:41:6] !emotespells on
[3/6/2022 20:15:51] !emotespells on
[3/6/2022 20:29:38] !emotespells on
[3/6/2022 20:38:32] !emotespells on
[3/6/2022 21:10:8] !emotespells on
[3/6/2022 21:22:53] !emotespells on
[3/6/2022 21:36:55] !emotespells on
[3/6/2022 21:53:5] !emotespells on
[3/6/2022 22:23:4] !emotespells on
[3/6/2022 22:37:59] !emotespells on
[3/6/2022 22:50:8] !emotespells on
[3/6/2022 23:2:32] !emotespells on
[3/6/2022 23:16:48] !emotespells on
[3/6/2022 23:31:0] !emotespells on
[3/6/2022 23:46:47] !emotespells on
[4/6/2022 0:2:17] !emotespells on
[4/6/2022 0:16:17] !emotespells on
[4/6/2022 0:31:6] !emotespells on
[4/6/2022 0:45:39] !emotespells on
[4/6/2022 0:58:31] !emotespells on
[4/6/2022 1:12:53] !emotespells on
[4/6/2022 1:32:15] !emotespells on
[4/6/2022 2:0:51] !emotespells on
[4/6/2022 2:15:33] !emotespells on
[4/6/2022 2:31:25] !emotespells on
[4/6/2022 2:33:46] !emotespells on
[4/6/2022 2:44:49] !emotespells on
[4/6/2022 2:57:53] !emotespells on
[4/6/2022 3:10:56] !emotespells on
[4/6/2022 3:26:18] !emotespells on
[4/6/2022 3:41:14] !emotespells on
[4/6/2022 3:53:42] !emotespells on
[4/6/2022 4:7:10] !emotespells on
[4/6/2022 4:20:41] !emotespells on
[4/6/2022 4:34:29] !emotespells on
[4/6/2022 4:47:6] !emotespells on
[4/6/2022 5:20:1] !emotespells on
[4/6/2022 5:35:54] !emotespells on
[4/6/2022 5:46:52] !emotespells on
[4/6/2022 6:0:20] !emotespells on
[4/6/2022 6:14:3] !emotespells on
[4/6/2022 6:30:29] !emotespells on
[4/6/2022 6:43:26] !emotespells on
[4/6/2022 6:56:53] !emotespells on
[4/6/2022 7:10:10] !emotespells on
[4/6/2022 7:22:53] !emotespells on
[4/6/2022 7:37:6] !emotespells on
[4/6/2022 7:54:33] !emotespells on
[4/6/2022 8:9:12] !emotespells on
[4/6/2022 8:24:33] !emotespells on
[4/6/2022 8:36:23] !emotespells on
[4/6/2022 8:52:52] !emotespells on
[4/6/2022 9:9:23] !emotespells on
[4/6/2022 9:19:24] !emotespells on
[4/6/2022 9:35:26] !emotespells on
[4/6/2022 9:52:24] !emotespells on
[4/6/2022 10:5:29] !emotespells on
[4/6/2022 10:17:1] !emotespells on
[4/6/2022 10:33:42] !emotespells on
[4/6/2022 10:43:34] !emotespells on
[4/6/2022 10:55:17] !emotespells on
[4/6/2022 11:8:41] !emotespells on
[4/6/2022 11:23:50] !emotespells on
[4/6/2022 11:36:32] !emotespells on
[4/6/2022 11:53:42] !emotespells on
[4/6/2022 12:9:32] !emotespells on
[4/6/2022 12:25:43] !emotespells on
[4/6/2022 12:40:54] !emotespells on
[4/6/2022 12:55:6] !emotespells on
[4/6/2022 13:6:20] !emotespells on
[4/6/2022 13:19:10] !emotespells on
[4/6/2022 13:32:35] !emotespells on
[4/6/2022 13:48:36] !emotespells on
[4/6/2022 14:0:44] !emotespells on
[4/6/2022 14:13:48] !emotespells on
[4/6/2022 14:29:47] !emotespells on
[4/6/2022 14:43:40] !emotespells on
[4/6/2022 14:59:2] !emotespells on
[4/6/2022 15:15:13] !emotespells on
[4/6/2022 15:29:56] !emotespells on
[4/6/2022 15:42:48] !emotespells on
[4/6/2022 17:43:11] !emotespells on
[4/6/2022 18:1:4] !emotespells on
[4/6/2022 18:19:43] !emotespells on
[4/6/2022 18:37:47] !emotespells on
[4/6/2022 18:56:40] !emotespells on
[4/6/2022 19:10:23] !emotespells on
[4/6/2022 19:27:35] !emotespells on
[4/6/2022 19:51:42] !emotespells on
[4/6/2022 20:9:12] !emotespells on
[4/6/2022 20:24:35] !emotespells on
[4/6/2022 20:39:26] !emotespells on
[4/6/2022 20:58:18] !emotespells on
[4/6/2022 21:15:6] !emotespells on
[4/6/2022 21:35:37] !emotespells on
[4/6/2022 21:50:50] !emotespells on
[4/6/2022 22:6:18] !emotespells on
[4/6/2022 22:19:20] !emotespells on
[4/6/2022 22:32:59] !emotespells on
[5/6/2022 0:34:26] !emotespells on
[5/6/2022 0:48:31] !emotespells on
[5/6/2022 1:1:12] !emotespells on
[5/6/2022 1:14:19] !emotespells on
[5/6/2022 1:44:31] !emotespells on
[5/6/2022 2:1:14] !emotespells on
[5/6/2022 2:17:49] !emotespells on
[5/6/2022 2:32:48] !emotespells on
[5/6/2022 2:49:56] !emotespells on
[5/6/2022 3:5:21] !online
[5/6/2022 3:8:19] !emotespells on
[5/6/2022 3:21:50] !emotespells on
[5/6/2022 3:38:27] !emotespells on
[5/6/2022 3:59:54] !emotespells on
[5/6/2022 4:21:18] !emotespells on
[5/6/2022 4:39:36] !emotespells on
[5/6/2022 4:55:2] !emotespells on
[5/6/2022 5:34:29] !aol
[5/6/2022 5:34:40] !emotespells on
[5/6/2022 5:55:43] !emotespells on
[5/6/2022 6:6:28] !emotespells on
[5/6/2022 6:24:44] !emotespells on
[5/6/2022 6:41:3] !emotespells on
[5/6/2022 6:59:16] !emotespells on
[5/6/2022 7:14:14] !emotespells on
[5/6/2022 7:31:8] !emotespells on
[5/6/2022 7:50:10] !emotespells on
[5/6/2022 8:5:27] !emotespells on
[5/6/2022 8:50:47] !emotespells on
[5/6/2022 9:36:32] !emotespells on
[5/6/2022 9:51:51] !emotespells on
[5/6/2022 10:8:46] !emotespells on
[5/6/2022 10:38:21] !emotespells on
[5/6/2022 10:53:55] !emotespells on
[5/6/2022 11:6:54] !emotespells on
[5/6/2022 11:21:14] !emotespells on
[5/6/2022 11:38:44] !emotespells on
[5/6/2022 11:49:41] !emotespells on
[5/6/2022 12:2:9] !emotespells on
[5/6/2022 12:14:20] !emotespells on
[5/6/2022 12:29:1] !emotespells on
[5/6/2022 12:40:51] !emotespells on
[5/6/2022 12:52:57] !emotespells on
[5/6/2022 13:6:9] !emotespells on
[5/6/2022 13:19:8] !emotespells on
[5/6/2022 13:31:14] !emotespells on
[5/6/2022 13:43:31] !emotespells on
[5/6/2022 13:56:32] !emotespells on
[5/6/2022 14:9:52] !emotespells on
